REGION_NAME,STATE/REGION,NAICS,NAICS_LDESC,LEVEL,YEAR,GDP,EST_POP
Idaho,ID,483,Water transportation,3,2010,400000.0,1570819
Idaho,ID,484,Truck transportation,3,2010,686200000.0,1570819
Idaho,ID,485,Transit and ground passenger transportation,3,2010,77100000.0,1570819
Idaho,ID,486,Pipeline transportation,3,2010,17400000.0,1570819
Idaho,ID,"487-488,492",Other transportation and support activities,3,2010,229800000.0,1570819
Idaho,ID,493,Warehousing and storage,3,2010,97900000.0,1570819
Idaho,ID,51,Information,2,2010,1422000000.0,1570819
Idaho,ID,511,Publishing industries (except Internet),3,2010,307100000.0,1570819
Idaho,ID,512,Motion picture and sound recording industries,3,2010,42900000.0,1570819
Idaho,ID,515-517,Broadcasting (except Internet) and telecommunications,3,2010,748900000.0,1570819
Idaho,ID,518-519,"Data processing, hosting, and other information services",3,2010,323100000.0,1570819
Idaho,ID,"52,53","Finance, insurance, real estate, rental, and leasing",0,2010,9600100000.0,1570819
Idaho,ID,52,Finance and insurance,2,2010,2007500000.0,1570819
Idaho,ID,521-522,"Monetary Authorities- central bank, credit intermediation, and related services",3,2010,928600000.0,1570819
Idaho,ID,523,"Securities, commodity contracts, and other financial investments and related activities",3,2010,169700000.0,1570819
Idaho,ID,524,Insurance carriers and related activities,3,2010,888400000.0,1570819
Idaho,ID,525,"Funds, trusts, and other financial vehicles",3,2010,20700000.0,1570819
Idaho,ID,53,Real estate and rental and leasing,2,2010,7592600000.0,1570819
Idaho,ID,531,Real estate,3,2010,7249600000.0,1570819
Idaho,ID,532-533,Rental and leasing services and lessors of nonfinancial intangible assets,3,2010,343100000.0,1570819
Idaho,ID,"54,55,56",Professional and business services,0,2010,5649500000.0,1570819
Idaho,ID,54,"Professional, scientific, and technical services",2,2010,3229000000.0,1570819
Idaho,ID,5411,Legal services,4,2010,368700000.0,1570819
Idaho,ID,5415,Computer systems design and related services,4,2010,283800000.0,1570819
Idaho,ID,"5412-5414,5416-5419","Miscellaneous professional, scientific, and technical services",4,2010,2576600000.0,1570819
Idaho,ID,55,Management of companies and enterprises,2,2010,678500000.0,1570819
Idaho,ID,56,Administrative and support and waste management and remediation services,2,2010,1741900000.0,1570819
Idaho,ID,561,Administrative and support services,3,2010,1501200000.0,1570819
Idaho,ID,562,Waste management and remediation services,3,2010,240700000.0,1570819
Idaho,ID,"61,62","Educational services, health care, and social assistance",0,2010,4802000000.0,1570819
Idaho,ID,61,Educational services,2,2010,460200000.0,1570819
Idaho,ID,62,Health care and social assistance,2,2010,4341700000.0,1570819
Idaho,ID,621,Ambulatory health care services,3,2010,2138500000.0,1570819
Idaho,ID,622,Hospitals,3,2010,1421900000.0,1570819
Idaho,ID,623,Nursing and residential care facilities,3,2010,422500000.0,1570819
Idaho,ID,624,Social assistance,3,2010,358800000.0,1570819
Idaho,ID,"71,72","Arts, entertainment, recreation, accommodation, and food services",0,2010,1730300000.0,1570819
Idaho,ID,71,"Arts, entertainment, and recreation",2,2010,371800000.0,1570819
Idaho,ID,711-712,"Performing arts, spectator sports, museums, and related activities",3,2010,112000000.0,1570819
Idaho,ID,713,"Amusement, gambling, and recreation industries",3,2010,259800000.0,1570819
Idaho,ID,72,Accommodation and food services,2,2010,1358500000.0,1570819
Idaho,ID,721,Accommodation,3,2010,348400000.0,1570819
Idaho,ID,722,Food services and drinking places,3,2010,1010100000.0,1570819
Idaho,ID,81,Other services (except government and government enterprises),2,2010,1068200000.0,1570819
Idaho,ID,92,Government and government enterprises,2,2010,7989800000.0,1570819
Idaho,ID,..2,Federal civilian,1,2010,1569900000.0,1570819
Idaho,ID,..3,Military,1,2010,618800000.0,1570819
Idaho,ID,..4,State and local,1,2010,5801100000.0,1570819
Idaho,ID,"11,21",Natural resources and mining,0,2010,3851000000.0,1570819
Idaho,ID,"42,44-45",Trade,0,2010,7485000000.0,1570819
Idaho,ID,"22,48-49",Transportation and utilities,0,2010,2674600000.0,1570819
Idaho,ID,"31-33,51",Manufacturing and information,0,2010,8798600000.0,1570819
Idaho,ID,..5,Private goods-producing industries 2/,1,2010,13664800000.0,1570819
Idaho,ID,..6,Private services-providing industries 3/,1,2010,34431600000.0,1570819
Illinois,IL,..0,All industry total,1,2010,663929000000.0,12840545
Illinois,IL,..1,Private industries,1,2010,589259800000.0,12840545
Illinois,IL,11,"Agriculture, forestry, fishing and hunting",2,2010,4822700000.0,12840545
Illinois,IL,111-112,Farms,3,2010,4503700000.0,12840545
Illinois,IL,113-115,"Forestry, fishing, and related activities",3,2010,318900000.0,12840545
Illinois,IL,21,"Mining, quarrying, and oil and gas extraction",2,2010,2038900000.0,12840545
Illinois,IL,211,Oil and gas extraction,3,2010,192100000.0,12840545
Illinois,IL,212,Mining (except oil and gas),3,2010,1669100000.0,12840545
Illinois,IL,213,Support activities for mining,3,2010,177700000.0,12840545
Illinois,IL,22,Utilities,2,2010,12268500000.0,12840545
Illinois,IL,23,Construction,2,2010,21661700000.0,12840545
Illinois,IL,31-33,Manufacturing,2,2010,85708100000.0,12840545
Illinois,IL,"321,327-339",Durable goods manufacturing,0,2010,46036200000.0,12840545
Illinois,IL,321,Wood product manufacturing,3,2010,442900000.0,12840545
Illinois,IL,327,Nonmetallic mineral product manufacturing,3,2010,1423600000.0,12840545
Illinois,IL,331,Primary metal manufacturing,3,2010,1840600000.0,12840545
Illinois,IL,332,Fabricated metal product manufacturing,3,2010,8609000000.0,12840545
Illinois,IL,333,Machinery manufacturing,3,2010,14945500000.0,12840545
Illinois,IL,334,Computer and electronic product manufacturing,3,2010,7126100000.0,12840545
Illinois,IL,335,"Electrical equipment, appliance, and component manufacturing",3,2010,3008300000.0,12840545
Illinois,IL,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",4,2010,2573600000.0,12840545
Illinois,IL,"3364-3466,3369",Other transportation equipment manufacturing,4,2010,815000000.0,12840545
Illinois,IL,337,Furniture and related product manufacturing,3,2010,805400000.0,12840545
Illinois,IL,339,Miscellaneous manufacturing,3,2010,4446100000.0,12840545
Illinois,IL,"311-316,322-326",Nondurable goods manufacturing,0,2010,39671900000.0,12840545
Illinois,IL,311-312,Food and beverage and tobacco product manufacturing,3,2010,11897400000.0,12840545
Illinois,IL,313-314,Textile mills and textile product mills,3,2010,187400000.0,12840545
Illinois,IL,315-316,"Apparel, leather, and allied product manufacturing",3,2010,280200000.0,12840545
Illinois,IL,322,Paper manufacturing,3,2010,2040300000.0,12840545
Illinois,IL,323,Printing and related support activities,3,2010,2685800000.0,12840545
Illinois,IL,324,Petroleum and coal products manufacturing,3,2010,3501900000.0,12840545
Illinois,IL,325,Chemical manufacturing,3,2010,14257300000.0,12840545
Illinois,IL,326,Plastics and rubber products manufacturing,3,2010,4821600000.0,12840545
Illinois,IL,42,Wholesale trade,2,2010,49182600000.0,12840545
Illinois,IL,44-45,Retail trade,2,2010,34465100000.0,12840545
Illinois,IL,48-49,Transportation and warehousing,2,2010,25333400000.0,12840545
Illinois,IL,481,Air transportation,3,2010,6285300000.0,12840545
Illinois,IL,482,Rail transportation,3,2010,2206200000.0,12840545
Illinois,IL,483,Water transportation,3,2010,470000000.0,12840545
Illinois,IL,484,Truck transportation,3,2010,6213900000.0,12840545
Illinois,IL,485,Transit and ground passenger transportation,3,2010,1797100000.0,12840545
Illinois,IL,486,Pipeline transportation,3,2010,411000000.0,12840545
Illinois,IL,"487-488,492",Other transportation and support activities,3,2010,4931000000.0,12840545
Illinois,IL,493,Warehousing and storage,3,2010,3018800000.0,12840545
Illinois,IL,51,Information,2,2010,23489300000.0,12840545
Illinois,IL,511,Publishing industries (except Internet),3,2010,5722500000.0,12840545
Illinois,IL,512,Motion picture and sound recording industries,3,2010,1354000000.0,12840545
Illinois,IL,515-517,Broadcasting (except Internet) and telecommunications,3,2010,12865500000.0,12840545
Illinois,IL,518-519,"Data processing, hosting, and other information services",3,2010,3547300000.0,12840545
Illinois,IL,"52,53","Finance, insurance, real estate, rental, and leasing",0,2010,145842300000.0,12840545
Illinois,IL,52,Finance and insurance,2,2010,58222300000.0,12840545
Illinois,IL,521-522,"Monetary Authorities- central bank, credit intermediation, and related services",3,2010,23123000000.0,12840545
Illinois,IL,523,"Securities, commodity contracts, and other financial investments and related activities",3,2010,10858200000.0,12840545
Illinois,IL,524,Insurance carriers and related activities,3,2010,24090300000.0,12840545
Illinois,IL,525,"Funds, trusts, and other financial vehicles",3,2010,150800000.0,12840545
Illinois,IL,53,Real estate and rental and leasing,2,2010,87619900000.0,12840545
Illinois,IL,531,Real estate,3,2010,80040100000.0,12840545
Illinois,IL,532-533,Rental and leasing services and lessors of nonfinancial intangible assets,3,2010,7579800000.0,12840545
Illinois,IL,"54,55,56",Professional and business services,0,2010,87271300000.0,12840545
Illinois,IL,54,"Professional, scientific, and technical services",2,2010,51180600000.0,12840545
Illinois,IL,5411,Legal services,4,2010,12680900000.0,12840545
Illinois,IL,5415,Computer systems design and related services,4,2010,7890200000.0,12840545
Illinois,IL,"5412-5414,5416-5419","Miscellaneous professional, scientific, and technical services",4,2010,30609500000.0,12840545
Illinois,IL,55,Management of companies and enterprises,2,2010,15447200000.0,12840545
Illinois,IL,56,Administrative and support and waste management and remediation services,2,2010,20643400000.0,12840545
Illinois,IL,561,Administrative and support services,3,2010,18725800000.0,12840545
Illinois,IL,562,Waste management and remediation services,3,2010,1917600000.0,12840545
Illinois,IL,"61,62","Educational services, health care, and social assistance",0,2010,58308900000.0,12840545
Illinois,IL,61,Educational services,2,2010,10730400000.0,12840545
Illinois,IL,62,Health care and social assistance,2,2010,47578400000.0,12840545
Illinois,IL,621,Ambulatory health care services,3,2010,20231000000.0,12840545
Illinois,IL,622,Hospitals,3,2010,18354300000.0,12840545
Illinois,IL,623,Nursing and residential care facilities,3,2010,5283600000.0,12840545
Illinois,IL,624,Social assistance,3,2010,3709500000.0,12840545
Illinois,IL,"71,72","Arts, entertainment, recreation, accommodation, and food services",0,2010,23027300000.0,12840545
Illinois,IL,71,"Arts, entertainment, and recreation",2,2010,5947000000.0,12840545
Illinois,IL,711-712,"Performing arts, spectator sports, museums, and related activities",3,2010,3380100000.0,12840545
Illinois,IL,713,"Amusement, gambling, and recreation industries",3,2010,2566900000.0,12840545
Illinois,IL,72,Accommodation and food services,2,2010,17080400000.000002,12840545
Illinois,IL,721,Accommodation,3,2010,3669000000.0,12840545
Illinois,IL,722,Food services and drinking places,3,2010,13411400000.0,12840545
Illinois,IL,81,Other services (except government and government enterprises),2,2010,15839700000.0,12840545
Illinois,IL,92,Government and government enterprises,2,2010,74669300000.0,12840545
Illinois,IL,..2,Federal civilian,1,2010,11454800000.0,12840545
Illinois,IL,..3,Military,1,2010,3788600000.0,12840545
Illinois,IL,..4,State and local,1,2010,59425900000.0,12840545
Illinois,IL,"11,21",Natural resources and mining,0,2010,6861500000.0,12840545
Illinois,IL,"42,44-45",Trade,0,2010,83647800000.0,12840545
Illinois,IL,"22,48-49",Transportation and utilities,0,2010,37601900000.0,12840545
Illinois,IL,"31-33,51",Manufacturing and information,0,2010,109197400000.0,12840545
Illinois,IL,..5,Private goods-producing industries 2/,1,2010,114231300000.0,12840545
Illinois,IL,..6,Private services-providing industries 3/,1,2010,475028400000.0,12840545
Indiana,IN,..0,All industry total,1,2010,284685800000.0,6490555
Indiana,IN,..1,Private industries,1,2010,256686700000.0,6490555
Indiana,IN,11,"Agriculture, forestry, fishing and hunting",2,2010,3277300000.0,6490555
Indiana,IN,111-112,Farms,3,2010,2893800000.0,6490555
Indiana,IN,113-115,"Forestry, fishing, and related activities",3,2010,383400000.0,6490555
Indiana,IN,21,"Mining, quarrying, and oil and gas extraction",2,2010,1528900000.0,6490555
Indiana,IN,211,Oil and gas extraction,3,2010,48000000.0,6490555
Indiana,IN,212,Mining (except oil and gas),3,2010,1457000000.0,6490555
Indiana,IN,213,Support activities for mining,3,2010,23800000.0,6490555
Indiana,IN,22,Utilities,2,2010,6191000000.0,6490555
Indiana,IN,23,Construction,2,2010,9479600000.0,6490555
Indiana,IN,31-33,Manufacturing,2,2010,81489600000.0,6490555
Indiana,IN,"321,327-339",Durable goods manufacturing,0,2010,44880700000.0,6490555
Indiana,IN,321,Wood product manufacturing,3,2010,623500000.0,6490555
Indiana,IN,327,Nonmetallic mineral product manufacturing,3,2010,1106400000.0,6490555
Indiana,IN,331,Primary metal manufacturing,3,2010,7352100000.0,6490555
Indiana,IN,332,Fabricated metal product manufacturing,3,2010,4789500000.0,6490555
Indiana,IN,333,Machinery manufacturing,3,2010,4857600000.0,6490555
Indiana,IN,334,Computer and electronic product manufacturing,3,2010,2059800000.0000002,6490555
Indiana,IN,335,"Electrical equipment, appliance, and component manufacturing",3,2010,969000000.0,6490555
Indiana,IN,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",4,2010,13178800000.0,6490555
Indiana,IN,"3364-3466,3369",Other transportation equipment manufacturing,4,2010,1793000000.0,6490555
Indiana,IN,337,Furniture and related product manufacturing,3,2010,1220900000.0,6490555
Indiana,IN,339,Miscellaneous manufacturing,3,2010,6930100000.0,6490555
Indiana,IN,"311-316,322-326",Nondurable goods manufacturing,0,2010,36608900000.0,6490555
Indiana,IN,311-312,Food and beverage and tobacco product manufacturing,3,2010,4491500000.0,6490555
Indiana,IN,313-314,Textile mills and textile product mills,3,2010,160200000.0,6490555
Indiana,IN,315-316,"Apparel, leather, and allied product manufacturing",3,2010,181900000.0,6490555
Indiana,IN,322,Paper manufacturing,3,2010,889800000.0,6490555
Indiana,IN,323,Printing and related support activities,3,2010,1374200000.0,6490555
Indiana,IN,324,Petroleum and coal products manufacturing,3,2010,3346700000.0,6490555
Indiana,IN,325,Chemical manufacturing,3,2010,23626700000.0,6490555
Indiana,IN,326,Plastics and rubber products manufacturing,3,2010,2537900000.0,6490555
Indiana,IN,42,Wholesale trade,2,2010,15413500000.0,6490555
Indiana,IN,44-45,Retail trade,2,2010,16234800000.0,6490555
Indiana,IN,48-49,Transportation and warehousing,2,2010,9214900000.0,6490555
Indiana,IN,481,Air transportation,3,2010,597800000.0,6490555
Indiana,IN,482,Rail transportation,3,2010,938500000.0,6490555
Indiana,IN,483,Water transportation,3,2010,271200000.0,6490555
Indiana,IN,484,Truck transportation,3,2010,4076400000.0,6490555
Indiana,IN,485,Transit and ground passenger transportation,3,2010,381900000.0,6490555
Indiana,IN,486,Pipeline transportation,3,2010,216700000.0,6490555
Indiana,IN,"487-488,492",Other transportation and support activities,3,2010,1427600000.0,6490555
Indiana,IN,493,Warehousing and storage,3,2010,1304700000.0,6490555
Indiana,IN,51,Information,2,2010,6243200000.0,6490555
Indiana,IN,511,Publishing industries (except Internet),3,2010,1524300000.0,6490555
Indiana,IN,512,Motion picture and sound recording industries,3,2010,359000000.0,6490555
Indiana,IN,515-517,Broadcasting (except Internet) and telecommunications,3,2010,3916800000.0,6490555
Indiana,IN,518-519,"Data processing, hosting, and other information services",3,2010,443100000.0,6490555
Indiana,IN,"52,53","Finance, insurance, real estate, rental, and leasing",0,2010,44796100000.0,6490555
Indiana,IN,52,Finance and insurance,2,2010,13514900000.0,6490555
Indiana,IN,521-522,"Monetary Authorities- central bank, credit intermediation, and related services",3,2010,3782800000.0,6490555
Indiana,IN,523,"Securities, commodity contracts, and other financial investments and related activities",3,2010,984200000.0,6490555
Indiana,IN,524,Insurance carriers and related activities,3,2010,8730100000.0,6490555
Indiana,IN,525,"Funds, trusts, and other financial vehicles",3,2010,17800000.0,6490555
Indiana,IN,53,Real estate and rental and leasing,2,2010,31281200000.0,6490555
Indiana,IN,531,Real estate,3,2010,29314500000.0,6490555
Indiana,IN,532-533,Rental and leasing services and lessors of nonfinancial intangible assets,3,2010,1966700000.0,6490555
Indiana,IN,"54,55,56",Professional and business services,0,2010,21729100000.0,6490555
Indiana,IN,54,"Professional, scientific, and technical services",2,2010,11118700000.0,6490555
Indiana,IN,5411,Legal services,4,2010,2095199999.9999998,6490555
Indiana,IN,5415,Computer systems design and related services,4,2010,1893300000.0,6490555
Indiana,IN,"5412-5414,5416-5419","Miscellaneous professional, scientific, and technical services",4,2010,7130100000.0,6490555
Indiana,IN,55,Management of companies and enterprises,2,2010,3096400000.0,6490555
Indiana,IN,56,Administrative and support and waste management and remediation services,2,2010,7514000000.0,6490555
Indiana,IN,561,Administrative and support services,3,2010,6508500000.0,6490555
Indiana,IN,562,Waste management and remediation services,3,2010,1005500000.0,6490555
Indiana,IN,"61,62","Educational services, health care, and social assistance",0,2010,25355100000.0,6490555
Indiana,IN,61,Educational services,2,2010,3207500000.0,6490555
Indiana,IN,62,Health care and social assistance,2,2010,22147700000.0,6490555
Indiana,IN,621,Ambulatory health care services,3,2010,10386300000.0,6490555
Indiana,IN,622,Hospitals,3,2010,7530400000.0,6490555
Indiana,IN,623,Nursing and residential care facilities,3,2010,2738200000.0,6490555
Indiana,IN,624,Social assistance,3,2010,1492700000.0,6490555
Indiana,IN,"71,72","Arts, entertainment, recreation, accommodation, and food services",0,2010,9390000000.0,6490555
Indiana,IN,71,"Arts, entertainment, and recreation",2,2010,3259800000.0,6490555
Indiana,IN,711-712,"Performing arts, spectator sports, museums, and related activities",3,2010,1358400000.0,6490555
Indiana,IN,713,"Amusement, gambling, and recreation industries",3,2010,1901500000.0,6490555
Indiana,IN,72,Accommodation and food services,2,2010,6130200000.0,6490555
Indiana,IN,721,Accommodation,3,2010,987900000.0,6490555
Indiana,IN,722,Food services and drinking places,3,2010,5142300000.0,6490555
Indiana,IN,81,Other services (except government and government enterprises),2,2010,6343600000.0,6490555
Indiana,IN,92,Government and government enterprises,2,2010,27999100000.0,6490555
Indiana,IN,..2,Federal civilian,1,2010,4310600000.0,6490555
Indiana,IN,..3,Military,1,2010,1509100000.0,6490555
Indiana,IN,..4,State and local,1,2010,22179300000.0,6490555
Indiana,IN,"11,21",Natural resources and mining,0,2010,4806200000.0,6490555
Indiana,IN,"42,44-45",Trade,0,2010,31648300000.0,6490555
Indiana,IN,"22,48-49",Transportation and utilities,0,2010,15405800000.0,6490555
Indiana,IN,"31-33,51",Manufacturing and information,0,2010,87732800000.0,6490555
Indiana,IN,..5,Private goods-producing industries 2/,1,2010,95775400000.0,6490555
Indiana,IN,..6,Private services-providing industries 3/,1,2010,160911300000.0,6490555
Iowa,IA,..0,All industry total,1,2010,142497700000.0,3050819
Iowa,IA,..1,Private industries,1,2010,125030800000.0,3050819
Iowa,IA,11,"Agriculture, forestry, fishing and hunting",2,2010,6428200000.0,3050819
Iowa,IA,111-112,Farms,3,2010,5995800000.0,3050819
Iowa,IA,113-115,"Forestry, fishing, and related activities",3,2010,432500000.0,3050819
Iowa,IA,21,"Mining, quarrying, and oil and gas extraction",2,2010,317000000.0,3050819
Iowa,IA,211,Oil and gas extraction,3,2010,0.0,3050819
Iowa,IA,212,Mining (except oil and gas),3,2010,313300000.0,3050819
Iowa,IA,213,Support activities for mining,3,2010,3700000.0,3050819
Iowa,IA,22,Utilities,2,2010,3110300000.0,3050819
Iowa,IA,23,Construction,2,2010,5173400000.0,3050819
Iowa,IA,31-33,Manufacturing,2,2010,27041100000.0,3050819
Iowa,IA,"321,327-339",Durable goods manufacturing,0,2010,13878000000.0,3050819
Iowa,IA,321,Wood product manufacturing,3,2010,529100000.0,3050819
Iowa,IA,327,Nonmetallic mineral product manufacturing,3,2010,603600000.0,3050819
Iowa,IA,331,Primary metal manufacturing,3,2010,757600000.0,3050819
Iowa,IA,332,Fabricated metal product manufacturing,3,2010,1347300000.0,3050819
Iowa,IA,333,Machinery manufacturing,3,2010,5780500000.0,3050819
Iowa,IA,334,Computer and electronic product manufacturing,3,2010,2022400000.0,3050819
Iowa,IA,335,"Electrical equipment, appliance, and component manufacturing",3,2010,718500000.0,3050819
Iowa,IA,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",4,2010,833600000.0,3050819
Iowa,IA,"3364-3466,3369",Other transportation equipment manufacturing,4,2010,232000000.0,3050819
Iowa,IA,337,Furniture and related product manufacturing,3,2010,569100000.0,3050819
Iowa,IA,339,Miscellaneous manufacturing,3,2010,484300000.0,3050819
Iowa,IA,"311-316,322-326",Nondurable goods manufacturing,0,2010,13163100000.0,3050819
Iowa,IA,311-312,Food and beverage and tobacco product manufacturing,3,2010,6714900000.0,3050819
Iowa,IA,313-314,Textile mills and textile product mills,3,2010,59600000.0,3050819
Iowa,IA,315-316,"Apparel, leather, and allied product manufacturing",3,2010,54800000.0,3050819
Iowa,IA,322,Paper manufacturing,3,2010,700700000.0,3050819
Iowa,IA,323,Printing and related support activities,3,2010,549400000.0,3050819
Iowa,IA,324,Petroleum and coal products manufacturing,3,2010,117300000.0,3050819
Iowa,IA,325,Chemical manufacturing,3,2010,4010800000.0,3050819
Iowa,IA,326,Plastics and rubber products manufacturing,3,2010,955600000.0,3050819
Iowa,IA,42,Wholesale trade,2,2010,8855900000.0,3050819
Iowa,IA,44-45,Retail trade,2,2010,8182400000.0,3050819
Iowa,IA,48-49,Transportation and warehousing,2,2010,4743600000.0,3050819
Iowa,IA,481,Air transportation,3,2010,92400000.0,3050819
Iowa,IA,482,Rail transportation,3,2010,875500000.0,3050819
Iowa,IA,483,Water transportation,3,2010,25600000.0,3050819
Iowa,IA,484,Truck transportation,3,2010,2367400000.0,3050819
Iowa,IA,485,Transit and ground passenger transportation,3,2010,111500000.0,3050819
Iowa,IA,486,Pipeline transportation,3,2010,84700000.0,3050819
Iowa,IA,"487-488,492",Other transportation and support activities,3,2010,493900000.0,3050819
Iowa,IA,493,Warehousing and storage,3,2010,692500000.0,3050819
Iowa,IA,51,Information,2,2010,4953200000.0,3050819
Iowa,IA,511,Publishing industries (except Internet),3,2010,1396800000.0,3050819
Iowa,IA,512,Motion picture and sound recording industries,3,2010,160900000.0,3050819
Iowa,IA,515-517,Broadcasting (except Internet) and telecommunications,3,2010,2404800000.0,3050819
Iowa,IA,518-519,"Data processing, hosting, and other information services",3,2010,990700000.0,3050819
Iowa,IA,"52,53","Finance, insurance, real estate, rental, and leasing",0,2010,29366100000.0,3050819
Iowa,IA,52,Finance and insurance,2,2010,14657000000.0,3050819
Iowa,IA,521-522,"Monetary Authorities- central bank, credit intermediation, and related services",3,2010,4401100000.0,3050819
Iowa,IA,523,"Securities, commodity contracts, and other financial investments and related activities",3,2010,439200000.0,3050819
Iowa,IA,524,Insurance carriers and related activities,3,2010,9811400000.0,3050819
Iowa,IA,525,"Funds, trusts, and other financial vehicles",3,2010,5400000.0,3050819
Iowa,IA,53,Real estate and rental and leasing,2,2010,14709000000.0,3050819
Iowa,IA,531,Real estate,3,2010,13629700000.0,3050819
Iowa,IA,532-533,Rental and leasing services and lessors of nonfinancial intangible assets,3,2010,1079300000.0,3050819
Iowa,IA,"54,55,56",Professional and business services,0,2010,8737800000.0,3050819
Iowa,IA,54,"Professional, scientific, and technical services",2,2010,4350000000.0,3050819
Iowa,IA,5411,Legal services,4,2010,877200000.0,3050819
Iowa,IA,5415,Computer systems design and related services,4,2010,775500000.0,3050819
Iowa,IA,"5412-5414,5416-5419","Miscellaneous professional, scientific, and technical services",4,2010,2697300000.0,3050819
Iowa,IA,55,Management of companies and enterprises,2,2010,1351500000.0,3050819
Iowa,IA,56,Administrative and support and waste management and remediation services,2,2010,3036200000.0,3050819
Iowa,IA,561,Administrative and support services,3,2010,2746100000.0,3050819
Iowa,IA,562,Waste management and remediation services,3,2010,290100000.0,3050819
Iowa,IA,"61,62","Educational services, health care, and social assistance",0,2010,11261200000.0,3050819
Iowa,IA,61,Educational services,2,2010,1564700000.0,3050819
Iowa,IA,62,Health care and social assistance,2,2010,9696500000.0,3050819
Iowa,IA,621,Ambulatory health care services,3,2010,4459500000.0,3050819
Iowa,IA,622,Hospitals,3,2010,2640000000.0,3050819
Iowa,IA,623,Nursing and residential care facilities,3,2010,1716900000.0,3050819
Iowa,IA,624,Social assistance,3,2010,880100000.0,3050819
Iowa,IA,"71,72","Arts, entertainment, recreation, accommodation, and food services",0,2010,3897700000.0,3050819
Iowa,IA,71,"Arts, entertainment, and recreation",2,2010,1105500000.0,3050819
Iowa,IA,711-712,"Performing arts, spectator sports, museums, and related activities",3,2010,305500000.0,3050819
Iowa,IA,713,"Amusement, gambling, and recreation industries",3,2010,800000000.0,3050819
Iowa,IA,72,Accommodation and food services,2,2010,2792200000.0,3050819
Iowa,IA,721,Accommodation,3,2010,749900000.0,3050819
Iowa,IA,722,Food services and drinking places,3,2010,2042300000.0,3050819
Iowa,IA,81,Other services (except government and government enterprises),2,2010,2962800000.0,3050819
Iowa,IA,92,Government and government enterprises,2,2010,17466900000.0,3050819
Iowa,IA,..2,Federal civilian,1,2010,1866000000.0,3050819
Iowa,IA,..3,Military,1,2010,790600000.0,3050819
Iowa,IA,..4,State and local,1,2010,14810200000.0,3050819
Iowa,IA,"11,21",Natural resources and mining,0,2010,6745300000.0,3050819
Iowa,IA,"42,44-45",Trade,0,2010,17038300000.0,3050819
Iowa,IA,"22,48-49",Transportation and utilities,0,2010,7854000000.0,3050819
Iowa,IA,"31-33,51",Manufacturing and information,0,2010,31994300000.0,3050819
Iowa,IA,..5,Private goods-producing industries 2/,1,2010,38959800000.0,3050819
Iowa,IA,..6,Private services-providing industries 3/,1,2010,86071000000.0,3050819
Kansas,KS,..0,All industry total,1,2010,129235700000.0,2858266
Kansas,KS,..1,Private industries,1,2010,110155700000.0,2858266
Kansas,KS,11,"Agriculture, forestry, fishing and hunting",2,2010,4552400000.0,2858266
Kansas,KS,111-112,Farms,3,2010,4221800000.0,2858266
Kansas,KS,113-115,"Forestry, fishing, and related activities",3,2010,330600000.0,2858266
Kansas,KS,21,"Mining, quarrying, and oil and gas extraction",2,2010,1966200000.0,2858266
Kansas,KS,211,Oil and gas extraction,3,2010,1278100000.0,2858266
Kansas,KS,212,Mining (except oil and gas),3,2010,213500000.0,2858266
Kansas,KS,213,Support activities for mining,3,2010,474600000.0,2858266
Kansas,KS,22,Utilities,2,2010,2635100000.0,2858266
Kansas,KS,23,Construction,2,2010,4583500000.0,2858266
Kansas,KS,31-33,Manufacturing,2,2010,19854400000.0,2858266
Kansas,KS,"321,327-339",Durable goods manufacturing,0,2010,11729500000.0,2858266
Kansas,KS,321,Wood product manufacturing,3,2010,112900000.0,2858266
Kansas,KS,327,Nonmetallic mineral product manufacturing,3,2010,446400000.0,2858266
Kansas,KS,331,Primary metal manufacturing,3,2010,155200000.0,2858266
Kansas,KS,332,Fabricated metal product manufacturing,3,2010,1024900000.0000001,2858266
Kansas,KS,333,Machinery manufacturing,3,2010,1445500000.0,2858266
Kansas,KS,334,Computer and electronic product manufacturing,3,2010,1330300000.0,2858266
Kansas,KS,335,"Electrical equipment, appliance, and component manufacturing",3,2010,407500000.0,2858266
Kansas,KS,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",4,2010,1051800000.0,2858266
Kansas,KS,"3364-3466,3369",Other transportation equipment manufacturing,4,2010,5206100000.0,2858266
Kansas,KS,337,Furniture and related product manufacturing,3,2010,227400000.0,2858266
Kansas,KS,339,Miscellaneous manufacturing,3,2010,321500000.0,2858266
Kansas,KS,"311-316,322-326",Nondurable goods manufacturing,0,2010,8124900000.0,2858266
Kansas,KS,311-312,Food and beverage and tobacco product manufacturing,3,2010,3392900000.0,2858266
Kansas,KS,313-314,Textile mills and textile product mills,3,2010,46600000.0,2858266
Kansas,KS,315-316,"Apparel, leather, and allied product manufacturing",3,2010,64800000.0,2858266
Kansas,KS,322,Paper manufacturing,3,2010,133500000.0,2858266
Kansas,KS,323,Printing and related support activities,3,2010,870200000.0,2858266
Kansas,KS,324,Petroleum and coal products manufacturing,3,2010,993900000.0,2858266
Kansas,KS,325,Chemical manufacturing,3,2010,1834000000.0,2858266
