YEAR,STATE/REGION,GDP_EXP_SUM,REGION_NAME,NAICS,NAICS_LDESC,LEVEL,GDP,EST_POP_x,EST_POP_y
2012,HI,1670818,Hawaii,21,"Mining, quarrying, and oil and gas extraction",2,70200000.0,1395199,1395199
2012,IA,217311782,Iowa,21,"Mining, quarrying, and oil and gas extraction",2,341700000.0,3076844,3076844
2012,ID,36480701,Idaho,21,"Mining, quarrying, and oil and gas extraction",2,727600000.0,1595910,1595910
2012,IL,887257544,Illinois,21,"Mining, quarrying, and oil and gas extraction",2,2335000000.0,12883029,12883029
2012,IN,40807096,Indiana,21,"Mining, quarrying, and oil and gas extraction",2,1679900000.0,6538989,6538989
2012,KS,86398935,Kansas,21,"Mining, quarrying, and oil and gas extraction",2,2305000000.0,2886024,2886024
2012,KY,98972671,Kentucky,21,"Mining, quarrying, and oil and gas extraction",2,4631900000.0,4387865,4387865
2012,LA,1345237721,Louisiana,21,"Mining, quarrying, and oil and gas extraction",2,18484000000.0,4602067,4602067
2012,MA,3171188,Massachusetts,21,"Mining, quarrying, and oil and gas extraction",2,159100000.0,6664269,6664269
2012,MD,202249926,Maryland,21,"Mining, quarrying, and oil and gas extraction",2,291800000.0,5888375,5888375
2012,ME,22744857,Maine,21,"Mining, quarrying, and oil and gas extraction",2,32000000.0,1328094,1328094
2012,MI,2400543223,Michigan,21,"Mining, quarrying, and oil and gas extraction",2,2066000000.0,9898289,9898289
2012,MN,1166456586,Minnesota,21,"Mining, quarrying, and oil and gas extraction",2,2899900000.0,5377500,5377500
2012,MO,850647022,Missouri,21,"Mining, quarrying, and oil and gas extraction",2,972700000.0,6026027,6026027
2012,MS,20944868,Mississippi,21,"Mining, quarrying, and oil and gas extraction",2,1733700000.0,2984599,2984599
2012,MT,282445523,Montana,21,"Mining, quarrying, and oil and gas extraction",2,2723100000.0,1004168,1004168
2012,NC,131207625,North Carolina,21,"Mining, quarrying, and oil and gas extraction",2,366200000.0,9751810,9751810
2012,ND,1197987639,North Dakota,21,"Mining, quarrying, and oil and gas extraction",2,8119200000.0,702227,702227
2012,NE,249952780,Nebraska,21,"Mining, quarrying, and oil and gas extraction",2,259500000.0,1853691,1853691
2012,NH,558117,New Hampshire,21,"Mining, quarrying, and oil and gas extraction",2,67900000.0,1324677,1324677
2012,NJ,138998964,New Jersey,21,"Mining, quarrying, and oil and gas extraction",2,277000000.0,8845671,8845671
2012,NM,37442141,New Mexico,21,"Mining, quarrying, and oil and gas extraction",2,9279500000.0,2087715,2087715
2012,NV,958900354,Nevada,21,"Mining, quarrying, and oil and gas extraction",2,5735200000.0,2744670,2744670
2012,NY,886229953,New York,21,"Mining, quarrying, and oil and gas extraction",2,948300000.0,19574362,19574362
2012,OH,336721160,Ohio,21,"Mining, quarrying, and oil and gas extraction",2,3107200000.0,11550971,11550971
2012,OK,10352886,Oklahoma,21,"Mining, quarrying, and oil and gas extraction",2,24881200000.0,3819320,3819320
2012,OR,15386370,Oregon,21,"Mining, quarrying, and oil and gas extraction",2,200800000.0,3900102,3900102
2012,PA,1479316228,Pennsylvania,21,"Mining, quarrying, and oil and gas extraction",2,11925100000.0,12769123,12769123
2012,RI,8615630,Rhode Island,21,"Mining, quarrying, and oil and gas extraction",2,24500000.0,1054893,1054893
2012,SC,39170829,South Carolina,21,"Mining, quarrying, and oil and gas extraction",2,200400000.0,4719027,4719027
2012,SD,28598379,South Dakota,21,"Mining, quarrying, and oil and gas extraction",2,179900000.0,833859,833859
2012,TN,64407082,Tennessee,21,"Mining, quarrying, and oil and gas extraction",2,762500000.0,6455752,6455752
2012,TX,5934026929,Texas,21,"Mining, quarrying, and oil and gas extraction",2,159580900000.0,26084120,26084120
2012,UT,270357338,Utah,21,"Mining, quarrying, and oil and gas extraction",2,4072500000.0,2854146,2854146
2012,VA,388611165,Virginia,21,"Mining, quarrying, and oil and gas extraction",2,2203200000.0,8187456,8187456
2012,VT,26118582,Vermont,21,"Mining, quarrying, and oil and gas extraction",2,190500000.0,626361,626361
2012,WA,522615302,Washington,21,"Mining, quarrying, and oil and gas extraction",2,373100000.0,6898599,6898599
2012,WI,130337192,Wisconsin,21,"Mining, quarrying, and oil and gas extraction",2,492000000.0,5720825,5720825
2012,WV,7457062322,West Virginia,21,"Mining, quarrying, and oil and gas extraction",2,8159600000.0,1857446,1857446
2012,WY,128194177,Wyoming,21,"Mining, quarrying, and oil and gas extraction",2,10149800000.0,576656,576656
2013,AK,1571709831,Alaska,21,"Mining, quarrying, and oil and gas extraction",2,16354400000.0,737626,737626
2013,AL,1383657825,Alabama,21,"Mining, quarrying, and oil and gas extraction",2,2562700000.0,4831586,4831586
2013,AR,3007840,Arkansas,21,"Mining, quarrying, and oil and gas extraction",2,2797900000.0,2960459,2960459
2013,AZ,2478629936,Arizona,21,"Mining, quarrying, and oil and gas extraction",2,5567000000.0,6634690,6634690
2013,CA,786084474,California,21,"Mining, quarrying, and oil and gas extraction",2,19911600000.0,38253768,38253768
2013,CO,344632948,Colorado,21,"Mining, quarrying, and oil and gas extraction",2,14195000000.0,5270774,5270774
2013,CT,152822186,Connecticut,21,"Mining, quarrying, and oil and gas extraction",2,142300000.0,3595792,3595792
2013,DE,4482961,Delaware,21,"Mining, quarrying, and oil and gas extraction",2,2900000.0,924062,924062
2013,FL,328501054,Florida,21,"Mining, quarrying, and oil and gas extraction",2,1670000000.0,19551678,19551678
2013,GA,595848397,Georgia,21,"Mining, quarrying, and oil and gas extraction",2,1053800000.0,9975592,9975592
2013,HI,238216,Hawaii,21,"Mining, quarrying, and oil and gas extraction",2,61900000.0,1408822,1408822
2013,IA,236862182,Iowa,21,"Mining, quarrying, and oil and gas extraction",2,310800000.0,3093935,3093935
2013,ID,97669451,Idaho,21,"Mining, quarrying, and oil and gas extraction",2,1071500000.0,1612053,1612053
2013,IL,870230793,Illinois,21,"Mining, quarrying, and oil and gas extraction",2,2309800000.0,12895778,12895778
2013,IN,28292003,Indiana,21,"Mining, quarrying, and oil and gas extraction",2,1713200000.0,6570575,6570575
2013,KS,70154055,Kansas,21,"Mining, quarrying, and oil and gas extraction",2,2475400000.0,2894306,2894306
2013,KY,112718393,Kentucky,21,"Mining, quarrying, and oil and gas extraction",2,4124700000.0,4406906,4406906
2013,LA,1228683089,Louisiana,21,"Mining, quarrying, and oil and gas extraction",2,17256400000.0,4626040,4626040
2013,MA,3494800,Massachusetts,21,"Mining, quarrying, and oil and gas extraction",2,161800000.0,6715158,6715158
2013,MD,150698609,Maryland,21,"Mining, quarrying, and oil and gas extraction",2,244000000.0,5925197,5925197
2013,ME,200520726,Maine,21,"Mining, quarrying, and oil and gas extraction",2,33700000.0,1328543,1328543
2013,MI,2781080341,Michigan,21,"Mining, quarrying, and oil and gas extraction",2,1879700000.0,9914802,9914802
2013,MN,462098254,Minnesota,21,"Mining, quarrying, and oil and gas extraction",2,2548500000.0,5414722,5414722
2013,MO,554147208,Missouri,21,"Mining, quarrying, and oil and gas extraction",2,868100000.0,6042989,6042989
2013,MS,26398801,Mississippi,21,"Mining, quarrying, and oil and gas extraction",2,1696100000.0,2989839,2989839
2013,MT,290634742,Montana,21,"Mining, quarrying, and oil and gas extraction",2,2805800000.0,1014158,1014158
2013,NC,103013290,North Carolina,21,"Mining, quarrying, and oil and gas extraction",2,424700000.0,9846717,9846717
2013,ND,1484899656,North Dakota,21,"Mining, quarrying, and oil and gas extraction",2,9708100000.0,723149,723149
2013,NE,410309617,Nebraska,21,"Mining, quarrying, and oil and gas extraction",2,215200000.0,1865813,1865813
2013,NH,11702487,New Hampshire,21,"Mining, quarrying, and oil and gas extraction",2,54600000.0,1327272,1327272
2013,NJ,88678041,New Jersey,21,"Mining, quarrying, and oil and gas extraction",2,416900000.0,8857821,8857821
2013,NM,66252836,New Mexico,21,"Mining, quarrying, and oil and gas extraction",2,9891800000.0,2092833,2092833
2013,NV,769823200,Nevada,21,"Mining, quarrying, and oil and gas extraction",2,4430000000.0,2776956,2776956
2013,NY,1733972172,New York,21,"Mining, quarrying, and oil and gas extraction",2,827300000.0,19626488,19626488
2013,OH,348135686,Ohio,21,"Mining, quarrying, and oil and gas extraction",2,4200600000.0000005,11579692,11579692
2013,OK,9457005,Oklahoma,21,"Mining, quarrying, and oil and gas extraction",2,29157900000.0,3853891,3853891
2013,OR,5993870,Oregon,21,"Mining, quarrying, and oil and gas extraction",2,196800000.0,3924110,3924110
2013,PA,2595832987,Pennsylvania,21,"Mining, quarrying, and oil and gas extraction",2,11470500000.0,12779538,12779538
2013,RI,749202,Rhode Island,21,"Mining, quarrying, and oil and gas extraction",2,19300000.0,1055560,1055560
2013,SC,36805209,South Carolina,21,"Mining, quarrying, and oil and gas extraction",2,213600000.0,4766469,4766469
2013,SD,28168748,South Dakota,21,"Mining, quarrying, and oil and gas extraction",2,153700000.0,842751,842751
2013,TN,56142733,Tennessee,21,"Mining, quarrying, and oil and gas extraction",2,692500000.0,6496943,6496943
2013,TX,9708371984,Texas,21,"Mining, quarrying, and oil and gas extraction",2,186623500000.0,26479646,26479646
2013,UT,220759776,Utah,21,"Mining, quarrying, and oil and gas extraction",2,4200600000.0000005,2898773,2898773
2013,VA,124502424,Virginia,21,"Mining, quarrying, and oil and gas extraction",2,1814900000.0,8255861,8255861
2013,VT,20621726,Vermont,21,"Mining, quarrying, and oil and gas extraction",2,166800000.0,626603,626603
2013,WA,484269614,Washington,21,"Mining, quarrying, and oil and gas extraction",2,391000000.0,6966252,6966252
2013,WI,241560811,Wisconsin,21,"Mining, quarrying, and oil and gas extraction",2,580900000.0,5738012,5738012
2013,WV,4602095030,West Virginia,21,"Mining, quarrying, and oil and gas extraction",2,8320600000.0,1854768,1854768
2013,WY,124525569,Wyoming,21,"Mining, quarrying, and oil and gas extraction",2,10177200000.0,582620,582620
2014,AK,2069829537,Alaska,21,"Mining, quarrying, and oil and gas extraction",2,14208400000.0,737075,737075
2014,AL,1134866072,Alabama,21,"Mining, quarrying, and oil and gas extraction",2,2082500000.0,4843737,4843737
2014,AR,2352059,Arkansas,21,"Mining, quarrying, and oil and gas extraction",2,2610500000.0,2968759,2968759
2014,AZ,3127908016,Arizona,21,"Mining, quarrying, and oil and gas extraction",2,5345100000.0,6732873,6732873
2014,CA,809956985,California,21,"Mining, quarrying, and oil and gas extraction",2,17889000000.0,38586706,38586706
2014,CO,269062978,Colorado,21,"Mining, quarrying, and oil and gas extraction",2,17771800000.0,5352637,5352637
2014,CT,35847528,Connecticut,21,"Mining, quarrying, and oil and gas extraction",2,162400000.0,3595697,3595697
2014,DE,4854177,Delaware,21,"Mining, quarrying, and oil and gas extraction",2,3100000.0,933131,933131
2014,FL,101174812,Florida,21,"Mining, quarrying, and oil and gas extraction",2,1202000000.0,19853880,19853880
2014,GA,627763736,Georgia,21,"Mining, quarrying, and oil and gas extraction",2,1057900000.0000001,10071204,10071204
2014,HI,91857,Hawaii,21,"Mining, quarrying, and oil and gas extraction",2,58000000.0,1415335,1415335
2014,IA,251527439,Iowa,21,"Mining, quarrying, and oil and gas extraction",2,336600000.0,3110643,3110643
2014,ID,140939912,Idaho,21,"Mining, quarrying, and oil and gas extraction",2,1406000000.0,1632248,1632248
2014,IL,1527587650,Illinois,21,"Mining, quarrying, and oil and gas extraction",2,2263400000.0,12885092,12885092
2014,IN,29797512,Indiana,21,"Mining, quarrying, and oil and gas extraction",2,1544900000.0,6596019,6596019
2014,KS,52904972,Kansas,21,"Mining, quarrying, and oil and gas extraction",2,2536300000.0,2901861,2901861
2014,KY,91717757,Kentucky,21,"Mining, quarrying, and oil and gas extraction",2,3505900000.0,4416992,4416992
2014,LA,1134316287,Louisiana,21,"Mining, quarrying, and oil and gas extraction",2,16759099999.999998,4645938,4645938
2014,MA,4479835,Massachusetts,21,"Mining, quarrying, and oil and gas extraction",2,183000000.0,6764864,6764864
2014,MD,31308033,Maryland,21,"Mining, quarrying, and oil and gas extraction",2,241900000.0,5960064,5960064
2014,ME,261860032,Maine,21,"Mining, quarrying, and oil and gas extraction",2,27600000.0,1331217,1331217
2014,MI,2739640155,Michigan,21,"Mining, quarrying, and oil and gas extraction",2,1823100000.0,9932033,9932033
2014,MN,504995965,Minnesota,21,"Mining, quarrying, and oil and gas extraction",2,2294600000.0,5452665,5452665
2014,MO,428200733,Missouri,21,"Mining, quarrying, and oil and gas extraction",2,820400000.0,6059130,6059130
2014,MS,32730656,Mississippi,21,"Mining, quarrying, and oil and gas extraction",2,1650500000.0,2991892,2991892
2014,MT,296802729,Montana,21,"Mining, quarrying, and oil and gas extraction",2,2641400000.0,1022657,1022657
2014,NC,133004627,North Carolina,21,"Mining, quarrying, and oil and gas extraction",2,518900000.0,9937295,9937295
2014,ND,2632483130,North Dakota,21,"Mining, quarrying, and oil and gas extraction",2,12350300000.0,738736,738736
2014,NE,512852621,Nebraska,21,"Mining, quarrying, and oil and gas extraction",2,205000000.0,1879955,1879955
2014,NH,1738889,New Hampshire,21,"Mining, quarrying, and oil and gas extraction",2,64200000.0,1334257,1334257
2014,NJ,77437546,New Jersey,21,"Mining, quarrying, and oil and gas extraction",2,286400000.0,8867277,8867277
2014,NM,21661481,New Mexico,21,"Mining, quarrying, and oil and gas extraction",2,10572500000.0,2090236,2090236
2014,NV,598153457,Nevada,21,"Mining, quarrying, and oil and gas extraction",2,3415700000.0,2818935,2818935
2014,NY,1448292150,New York,21,"Mining, quarrying, and oil and gas extraction",2,841300000.0,19653431,19653431
2014,OH,333884047,Ohio,21,"Mining, quarrying, and oil and gas extraction",2,5518000000.0,11606573,11606573
2014,OK,17967228,Oklahoma,21,"Mining, quarrying, and oil and gas extraction",2,34756200000.0,3879187,3879187
2014,OR,12920768,Oregon,21,"Mining, quarrying, and oil and gas extraction",2,196200000.0,3965447,3965447
2014,PA,2327802052,Pennsylvania,21,"Mining, quarrying, and oil and gas extraction",2,14981300000.0,12792392,12792392
2014,RI,966977,Rhode Island,21,"Mining, quarrying, and oil and gas extraction",2,43400000.0,1056511,1056511
2014,SC,33071968,South Carolina,21,"Mining, quarrying, and oil and gas extraction",2,241600000.0,4826858,4826858
2014,SD,33614045,South Dakota,21,"Mining, quarrying, and oil and gas extraction",2,133100000.0,849670,849670
2014,TN,71453172,Tennessee,21,"Mining, quarrying, and oil and gas extraction",2,710600000.0,6544617,6544617
2014,TX,19202024656,Texas,21,"Mining, quarrying, and oil and gas extraction",2,205863000000.0,26963092,26963092
2014,UT,376113794,Utah,21,"Mining, quarrying, and oil and gas extraction",2,4762200000.0,2938327,2938327
2014,VA,531691830,Virginia,21,"Mining, quarrying, and oil and gas extraction",2,1549000000.0,8315430,8315430
2014,VT,23362255,Vermont,21,"Mining, quarrying, and oil and gas extraction",2,162800000.0,625693,625693
2014,WA,530778900,Washington,21,"Mining, quarrying, and oil and gas extraction",2,435600000.0,7057531,7057531
2014,WI,219647554,Wisconsin,21,"Mining, quarrying, and oil and gas extraction",2,953700000.0,5753199,5753199
2014,WV,3172135482,West Virginia,21,"Mining, quarrying, and oil and gas extraction",2,8908400000.0,1850569,1850569
2014,WY,490950051,Wyoming,21,"Mining, quarrying, and oil and gas extraction",2,10214200000.0,583159,583159
2015,AK,1718815030,Alaska,21,"Mining, quarrying, and oil and gas extraction",2,7740400000.0,738430,738430
2015,AL,702484780,Alabama,21,"Mining, quarrying, and oil and gas extraction",2,1422300000.0,4854803,4854803
2015,AR,1909187,Arkansas,21,"Mining, quarrying, and oil and gas extraction",2,1406700000.0,2979732,2979732
2015,AZ,2998552200,Arizona,21,"Mining, quarrying, and oil and gas extraction",2,3665800000.0,6832810,6832810
2015,CA,339504448,California,21,"Mining, quarrying, and oil and gas extraction",2,9711000000.0,38904296,38904296
2015,CO,183394766,Colorado,21,"Mining, quarrying, and oil and gas extraction",2,11786700000.0,5454328,5454328
2015,CT,71386720,Connecticut,21,"Mining, quarrying, and oil and gas extraction",2,206000000.0,3588561,3588561
2015,DE,1894073,Delaware,21,"Mining, quarrying, and oil and gas extraction",2,3500000.0,942065,942065
2015,FL,116625347,Florida,21,"Mining, quarrying, and oil and gas extraction",2,916100000.0,20219111,20219111
2015,GA,580467788,Georgia,21,"Mining, quarrying, and oil and gas extraction",2,924300000.0,10183353,10183353
2015,HI,137230,Hawaii,21,"Mining, quarrying, and oil and gas extraction",2,56100000.0,1422999,1422999
2015,IA,163699078,Iowa,21,"Mining, quarrying, and oil and gas extraction",2,311700000.0,3122541,3122541
2015,ID,114763867,Idaho,21,"Mining, quarrying, and oil and gas extraction",2,838000000.0,1652495,1652495
2015,IL,925381443,Illinois,21,"Mining, quarrying, and oil and gas extraction",2,2177800000.0,12859585,12859585
2015,IN,77945150,Indiana,21,"Mining, quarrying, and oil and gas extraction",2,1311100000.0,6611442,6611442
2015,KS,27189553,Kansas,21,"Mining, quarrying, and oil and gas extraction",2,1360300000.0,2910717,2910717
2015,KY,61582710,Kentucky,21,"Mining, quarrying, and oil and gas extraction",2,2720500000.0,4429126,4429126
2015,LA,1363729591,Louisiana,21,"Mining, quarrying, and oil and gas extraction",2,10597500000.0,4666998,4666998
2015,MA,4624720,Massachusetts,21,"Mining, quarrying, and oil and gas extraction",2,206400000.0,6797484,6797484
2015,MD,46588483,Maryland,21,"Mining, quarrying, and oil and gas extraction",2,253000000.0,5988528,5988528
2015,ME,96490191,Maine,21,"Mining, quarrying, and oil and gas extraction",2,33900000.0,1329098,1329098
2015,MI,2019673661,Michigan,21,"Mining, quarrying, and oil and gas extraction",2,1448300000.0,9934483,9934483
2015,MN,172969763,Minnesota,21,"Mining, quarrying, and oil and gas extraction",2,536400000.0,5484002,5484002
2015,MO,217566726,Missouri,21,"Mining, quarrying, and oil and gas extraction",2,687800000.0,6075411,6075411
2015,MS,27687426,Mississippi,21,"Mining, quarrying, and oil and gas extraction",2,1031500000.0,2990231,2990231
2015,MT,158574139,Montana,21,"Mining, quarrying, and oil and gas extraction",2,1885100000.0,1031495,1031495
2015,NC,105976336,North Carolina,21,"Mining, quarrying, and oil and gas extraction",2,533200000.00000006,10037218,10037218
2015,ND,1450832496,North Dakota,21,"Mining, quarrying, and oil and gas extraction",2,7551800000.0,755537,755537
2015,NE,226851032,Nebraska,21,"Mining, quarrying, and oil and gas extraction",2,178200000.0,1892059,1892059
2015,NH,1046204,New Hampshire,21,"Mining, quarrying, and oil and gas extraction",2,64300000.0,1337480,1337480
2015,NJ,25556529,New Jersey,21,"Mining, quarrying, and oil and gas extraction",2,376600000.0,8870312,8870312
2015,NM,17966760,New Mexico,21,"Mining, quarrying, and oil and gas extraction",2,7033800000.0,2090071,2090071
2015,NV,357950678,Nevada,21,"Mining, quarrying, and oil and gas extraction",2,2606100000.0,2868531,2868531
2015,NY,723434592,New York,21,"Mining, quarrying, and oil and gas extraction",2,630700000.0,19657321,19657321
2015,OH,255098703,Ohio,21,"Mining, quarrying, and oil and gas extraction",2,4794800000.0,11622315,11622315
2015,OK,13371246,Oklahoma,21,"Mining, quarrying, and oil and gas extraction",2,20895700000.0,3910518,3910518
2015,OR,9638327,Oregon,21,"Mining, quarrying, and oil and gas extraction",2,177900000.0,4018542,4018542
2015,PA,2046322195,Pennsylvania,21,"Mining, quarrying, and oil and gas extraction",2,10349800000.0,12789838,12789838
2015,RI,756700,Rhode Island,21,"Mining, quarrying, and oil and gas extraction",2,54500000.0,1056886,1056886
2015,SC,32195457,South Carolina,21,"Mining, quarrying, and oil and gas extraction",2,362300000.0,4896006,4896006
2015,SD,37484044,South Dakota,21,"Mining, quarrying, and oil and gas extraction",2,85600000.0,854663,854663
2015,TN,49440067,Tennessee,21,"Mining, quarrying, and oil and gas extraction",2,625400000.0,6595354,6595354
2015,TX,13833928497,Texas,21,"Mining, quarrying, and oil and gas extraction",2,122982800000.0,27468531,27468531
2015,UT,317502406,Utah,21,"Mining, quarrying, and oil and gas extraction",2,3001500000.0,2983626,2983626
2015,VA,708273173,Virginia,21,"Mining, quarrying, and oil and gas extraction",2,1280600000.0,8367303,8367303
2015,VT,21561495,Vermont,21,"Mining, quarrying, and oil and gas extraction",2,163300000.0,625810,625810
2015,WA,424290140,Washington,21,"Mining, quarrying, and oil and gas extraction",2,393200000.0,7167287,7167287
2015,WI,186508994,Wisconsin,21,"Mining, quarrying, and oil and gas extraction",2,1275800000.0,5762927,5762927
2015,WV,1748715256,West Virginia,21,"Mining, quarrying, and oil and gas extraction",2,6509600000.0,1843332,1843332
2015,WY,46581283,Wyoming,21,"Mining, quarrying, and oil and gas extraction",2,7086200000.0,586389,586389
2016,AK,1672117419,Alaska,21,"Mining, quarrying, and oil and gas extraction",2,6324300000.0,742575,742575
2016,AL,563885454,Alabama,21,"Mining, quarrying, and oil and gas extraction",2,1352900000.0,4866824,4866824
2016,AR,2019877,Arkansas,21,"Mining, quarrying, and oil and gas extraction",2,975500000.0,2991815,2991815
2016,AZ,2214159287,Arizona,21,"Mining, quarrying, and oil and gas extraction",2,3166900000.0,6944767,6944767
2016,CA,327583269,California,21,"Mining, quarrying, and oil and gas extraction",2,8112000000.0,39149186,39149186
2016,CO,135273172,Colorado,21,"Mining, quarrying, and oil and gas extraction",2,9755000000.0,5543844,5543844
2016,CT,70488209,Connecticut,21,"Mining, quarrying, and oil and gas extraction",2,252200000.0,3579830,3579830
2016,DE,2581567,Delaware,21,"Mining, quarrying, and oil and gas extraction",2,3600000.0,949989,949989
2016,FL,86764397,Florida,21,"Mining, quarrying, and oil and gas extraction",2,1045000000.0,20627237,20627237
2016,GA,548316567,Georgia,21,"Mining, quarrying, and oil and gas extraction",2,977600000.0,10308442,10308442
2016,HI,115197,Hawaii,21,"Mining, quarrying, and oil and gas extraction",2,59700000.0,1428885,1428885
2016,IA,107234816,Iowa,21,"Mining, quarrying, and oil and gas extraction",2,271300000.0,3133210,3133210
2016,ID,147536334,Idaho,21,"Mining, quarrying, and oil and gas extraction",2,960800000.0,1684036,1684036
2016,IL,239899101,Illinois,21,"Mining, quarrying, and oil and gas extraction",2,1671200000.0,12821709,12821709
2016,IN,421888903,Indiana,21,"Mining, quarrying, and oil and gas extraction",2,1218100000.0,6637898,6637898
2016,KS,15553974,Kansas,21,"Mining, quarrying, and oil and gas extraction",2,976300000.0,2912977,2912977
2016,KY,66234130,Kentucky,21,"Mining, quarrying, and oil and gas extraction",2,1969100000.0,4440306,4440306
2016,LA,2324688793,Louisiana,21,"Mining, quarrying, and oil and gas extraction",2,7841800000.0,4681346,4681346
2016,MA,6204626,Massachusetts,21,"Mining, quarrying, and oil and gas extraction",2,256399999.99999997,6827280,6827280
2016,MD,189170161,Maryland,21,"Mining, quarrying, and oil and gas extraction",2,217200000.0,6007014,6007014
2016,ME,172914725,Maine,21,"Mining, quarrying, and oil and gas extraction",2,33600000.0,1332348,1332348
2016,MI,1416210840,Michigan,21,"Mining, quarrying, and oil and gas extraction",2,1350600000.0,9954117,9954117
2016,MN,164501478,Minnesota,21,"Mining, quarrying, and oil and gas extraction",2,1329400000.0,5525360,5525360
2016,MO,196576372,Missouri,21,"Mining, quarrying, and oil and gas extraction",2,700500000.0,6091384,6091384
2016,MS,41281071,Mississippi,21,"Mining, quarrying, and oil and gas extraction",2,722400000.0,2990595,2990595
2016,MT,62622350,Montana,21,"Mining, quarrying, and oil and gas extraction",2,1319700000.0,1042137,1042137
2016,NC,118941996,North Carolina,21,"Mining, quarrying, and oil and gas extraction",2,601200000.0,10161802,10161802
2016,ND,2934698941,North Dakota,21,"Mining, quarrying, and oil and gas extraction",2,5065100000.0,756114,756114
2016,NE,157114240,Nebraska,21,"Mining, quarrying, and oil and gas extraction",2,114300000.0,1906483,1906483
2016,NH,2979071,New Hampshire,21,"Mining, quarrying, and oil and gas extraction",2,94800000.0,1343694,1343694
2016,NJ,36617634,New Jersey,21,"Mining, quarrying, and oil and gas extraction",2,519799999.99999994,8873584,8873584
2016,NM,14707371,New Mexico,21,"Mining, quarrying, and oil and gas extraction",2,5134900000.0,2092555,2092555
2016,NV,383249591,Nevada,21,"Mining, quarrying, and oil and gas extraction",2,2946400000.0,2919555,2919555
2016,NY,402935493,New York,21,"Mining, quarrying, and oil and gas extraction",2,666500000.0,19636391,19636391
2016,OH,393552539,Ohio,21,"Mining, quarrying, and oil and gas extraction",2,4079800000.0,11640060,11640060
2016,OK,5289504,Oklahoma,21,"Mining, quarrying, and oil and gas extraction",2,17361300000.0,3928143,3928143
2016,OR,18205697,Oregon,21,"Mining, quarrying, and oil and gas extraction",2,232600000.0,4093271,4093271
2016,PA,1948353456,Pennsylvania,21,"Mining, quarrying, and oil and gas extraction",2,7915400000.0,12788468,12788468
2016,RI,619408,Rhode Island,21,"Mining, quarrying, and oil and gas extraction",2,51100000.0,1057816,1057816
2016,SC,35165953,South Carolina,21,"Mining, quarrying, and oil and gas extraction",2,370200000.0,4963031,4963031
2016,SD,27698436,South Dakota,21,"Mining, quarrying, and oil and gas extraction",2,101100000.0,863693,863693
2016,TN,34084246,Tennessee,21,"Mining, quarrying, and oil and gas extraction",2,688300000.0,6651277,6651277
2016,TX,14186780273,Texas,21,"Mining, quarrying, and oil and gas extraction",2,97022500000.0,27914064,27914064
2016,UT,128585514,Utah,21,"Mining, quarrying, and oil and gas extraction",2,2608300000.0,3044241,3044241
2016,VA,524014634,Virginia,21,"Mining, quarrying, and oil and gas extraction",2,1056800000.0,8417651,8417651
2016,VT,23132299,Vermont,21,"Mining, quarrying, and oil and gas extraction",2,148600000.0,624366,624366
2016,WA,457641603,Washington,21,"Mining, quarrying, and oil and gas extraction",2,427400000.0,7299961,7299961
2016,WI,141503926,Wisconsin,21,"Mining, quarrying, and oil and gas extraction",2,576500000.0,5775170,5775170
2016,WV,1278677405,West Virginia,21,"Mining, quarrying, and oil and gas extraction",2,5536800000.0,1832435,1832435
2016,WY,51846765,Wyoming,21,"Mining, quarrying, and oil and gas extraction",2,5621300000.0,585243,585243
2017,AK,1880615498,Alaska,21,"Mining, quarrying, and oil and gas extraction",2,8150400000.0,740983,740983
2017,AL,1407536067,Alabama,21,"Mining, quarrying, and oil and gas extraction",2,1950000000.0,4877989,4877989
2017,AR,6311961,Arkansas,21,"Mining, quarrying, and oil and gas extraction",2,902300000.0,3003855,3003855
2017,AZ,1416198125,Arizona,21,"Mining, quarrying, and oil and gas extraction",2,4374000000.0,7048088,7048088
2017,CA,593679187,California,21,"Mining, quarrying, and oil and gas extraction",2,9837300000.0,39337785,39337785
2017,CO,136260539,Colorado,21,"Mining, quarrying, and oil and gas extraction",2,13292800000.0,5617421,5617421
2017,CT,43106530,Connecticut,21,"Mining, quarrying, and oil and gas extraction",2,157700000.0,3575324,3575324
2017,DE,3795940,Delaware,21,"Mining, quarrying, and oil and gas extraction",2,5600000.0,957942,957942
2017,FL,151862050,Florida,21,"Mining, quarrying, and oil and gas extraction",2,1192000000.0,20977089,20977089
2017,GA,578097478,Georgia,21,"Mining, quarrying, and oil and gas extraction",2,1237000000.0,10417031,10417031
2017,HI,85360,Hawaii,21,"Mining, quarrying, and oil and gas extraction",2,55100000.0,1425763,1425763
2017,IA,195405015,Iowa,21,"Mining, quarrying, and oil and gas extraction",2,380500000.0,3143734,3143734
2017,ID,56617858,Idaho,21,"Mining, quarrying, and oil and gas extraction",2,504200000.0,1719745,1719745
2017,IL,458268443,Illinois,21,"Mining, quarrying, and oil and gas extraction",2,1855500000.0,12779893,12779893
2017,IN,570996977,Indiana,21,"Mining, quarrying, and oil and gas extraction",2,1392900000.0,6662068,6662068
2017,KS,33131027,Kansas,21,"Mining, quarrying, and oil and gas extraction",2,1178900000.0,2910892,2910892
2017,KY,59224466,Kentucky,21,"Mining, quarrying, and oil and gas extraction",2,1985300000.0,4455590,4455590
2017,LA,5585275338,Louisiana,21,"Mining, quarrying, and oil and gas extraction",2,9352100000.0,4673673,4673673
