STATE/REGION,EXPORT_VAL,EXP_NAICS,EXP_NAICS_DESC,YEAR,EXP_LEVEL,GDP_CODE
LA,186891776,3262,RUBBER PRODUCTS,2022,4,326
LA,30750153,327,NONMETALLIC MINERAL PRODUCTS,2022,3,327
LA,9390981,3271,CLAY AND REFRACTORY PRODUCTS,2022,4,327
LA,5416234,3272,GLASS AND GLASS PRODUCTS,2022,4,327
LA,1139808,3273,CEMENT AND CONCRETE PRODUCTS,2022,4,327
LA,66860,3274,LIME AND GYPSUM PRODUCTS,2022,4,327
LA,14736270,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2022,4,327
LA,2328090202,33,"MANUFACTURING, PART 3",2022,2,31-33
LA,546564402,331,PRIMARY METAL MANUFACTURING,2022,3,331
LA,219080727,3311,IRON AND STEEL AND FERROALLOY,2022,4,331
LA,12066898,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2022,4,331
LA,200923837,3313,ALUMINA AND ALUMINUM AND PROCESSING,2022,4,331
LA,111927297,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2022,4,331
LA,2565643,3315,FOUNDRIES,2022,4,331
LA,261018619,332,"FABRICATED METAL PRODUCTS, NESOI",2022,3,332
LA,123445921784,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2022,1,..0
MA,3990148,3321,"CROWNS, CLOSURES, SEALS AND OTHER PACKING ACCESSORIES",2022,4,332
MA,89912030,3322,CUTLERY AND HANDTOOLS,2022,4,332
MA,12923924,3323,ARCHITECTURAL AND STRUCTURAL METALS,2022,4,332
MA,73180121,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2022,4,332
MA,19044829,3325,HARDWARE,2022,4,332
MA,49783399,3326,SPRINGS AND WIRE PRODUCTS,2022,4,332
MA,63665220,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2022,4,332
MA,480869517,3329,OTHER FABRICATED METAL PRODUCTS,2022,4,332
MA,6189402421,333,"MACHINERY, EXCEPT ELECTRICAL",2022,3,333
MA,63087765,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2022,4,333
MA,2956678422,3332,INDUSTRIAL MACHINERY,2022,4,333
MA,533483321,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2022,4,333
MA,80787582,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2022,4,333
MA,148488677,3335,METALWORKING MACHINERY,2022,4,333
MA,77678637,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2022,4,333
MA,2329198017,3339,OTHER GENERAL PURPOSE MACHINERY,2022,4,333
MA,7368955946,334,COMPUTER AND ELECTRONIC PRODUCTS,2022,3,334
MA,757672824,3341,COMPUTER EQUIPMENT,2022,4,334
MA,343593840,3342,COMMUNICATIONS EQUIPMENT,2022,4,334
MA,185280261,3343,AUDIO AND VIDEO EQUIPMENT,2022,4,334
MA,2461508546,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2022,4,334
MA,3490557203,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2022,4,334
MA,130343272,3346,MAGNETIC AND OPTICAL MEDIA,2022,4,334
MA,1768026387,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2022,3,335
MA,64476618,3351,ELECTRIC LIGHTING EQUIPMENT,2022,4,335
MA,27394221,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2022,4,335
MA,560862380,3353,ELECTRICAL EQUIPMENT,2022,4,335
MA,1115293168,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2022,4,335
MA,1089633768,336,TRANSPORTATION EQUIPMENT,2022,3,NA
MA,53303352,3361,MOTOR VEHICLES,2022,4,3361-3363
MA,9237449,3362,MOTOR VEHICLE BODIES AND TRAILERS,2022,4,3361-3363
MA,49220129,3363,MOTOR VEHICLE PARTS,2022,4,3361-3363
MA,947317410,3364,AEROSPACE PRODUCTS AND PARTS,2022,4,NA
MA,2424102,3365,RAILROAD ROLLING STOCK,2022,4,NA
MA,16411078,3366,SHIPS AND BOATS,2022,4,NA
MA,11720248,3369,"TRANSPORTATION EQUIPMENT, NESOI",2022,4,"3364-3466,3369"
MA,35447763,337,FURNITURE AND FIXTURES,2022,3,337
MA,27530542,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2022,4,337
MA,6748076,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2022,4,337
MA,1169145,3379,"FURNITURE RELATED PRODUCTS, NESOI",2022,4,337
MA,3339789774,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2022,3,339
MA,2745017355,3391,MEDICAL EQUIPMENT AND SUPPLIES,2022,4,339
MA,594772419,3399,MISCELLANEOUS MANUFACTURED COMMODITIES,2022,4,339
MA,646925766,91,WASTE AND SCRAP,2022,2,NA
MA,103930885,93,USED OR SECOND-HAND MERCHANDISE,2022,2,NA
MA,1283042,98,GOODS RETURNED TO CANADA (EXPORTS ONLY); U.S. GOODS RETURNED AND REIMPORTED ITEMS (IMPORTS ONLY),2022,2,NA
MA,167096592,99,OTHER SPECIAL CLASSIFICATION PROVISIONS,2022,2,NA
MA,327479364,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2022,2,11
MA,23246465,111,AGRICULTURAL PRODUCTS,2022,3,111-112
MA,105821,1111,OILSEEDS AND GRAINS,2022,4,111-112
MA,1342957,1112,VEGETABLES AND MELONS,2022,4,111-112
MA,9676759,1113,FRUITS AND TREE NUTS,2022,4,111-112
MA,6581841,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2022,4,111-112
MA,5539087,1119,OTHER AGRICULTURAL PRODUCTS,2022,4,111-112
MA,11844878,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2022,3,111-112
MA,136423,1121,CATTLE,2022,4,111-112
MA,358220,1123,POULTRY AND EGGS,2022,4,111-112
MA,129023,1124,"SHEEP, GOATS AND FINE ANIMAL HAIR",2022,4,111-112
MA,5612361,1125,FARMED FISH AND RELATED PRODUCTS,2022,4,111-112
MA,5608851,1129,OTHER ANIMALS,2022,4,111-112
MA,19121384,113,"FORESTRY PRODUCTS, NESOI",2022,3,113-115
MA,3879732,1132,FORESTRY PRODUCTS,2022,4,113-115
MA,15241652,1133,TIMBER AND LOGS,2022,4,113-115
MA,273266637,114,"FISH, FRESH, CHILLED, OR FROZEN AND OTHER MARINE PRODUCTS",2022,3,113-115
MA,273266637,1141,"FISH, FRESH, CHILLED OR FROZEN AND OTHER MARINE PRODUCTS",2022,4,113-115
MA,35001839,21,"OIL, GAS, MINERALS AND ORES",2022,2,21
MA,24142814,211,OIL AND GAS,2022,3,211
MA,24142814,2111,OIL AND GAS,2022,4,211
MA,10859025,212,MINERALS AND ORES,2022,3,212
MA,2387574,2122,METAL ORES,2022,4,212
MA,8471451,2123,NONMETALLIC MINERALS,2022,4,212
MA,753439724,31,"MANUFACTURING, PART1",2022,2,31-33
MA,31376794308,31-33,MANUFACTURED GOODS,2022,2,31-33
MA,354208999,311,FOOD AND KINDRED PRODUCTS,2022,3,311-312
MA,9493447,3111,ANIMAL FOODS,2022,4,311-312
MA,25684773,3112,GRAIN AND OILSEED MILLING PRODUCTS,2022,4,311-312
MA,8983482,3113,SUGAR AND CONFECTIONERY PRODUCTS,2022,4,311-312
MA,136749851,3114,FRUIT AND VEGETABLE PRESERVES AND SPECIALTY FOODS,2022,4,311-312
MA,20238775,3115,DAIRY PRODUCTS,2022,4,311-312
MA,27639182,3116,MEAT PRODUCTS AND MEAT PACKAGING PRODUCTS,2022,4,311-312
MA,61583677,3117,"SEAFOOD PRODUCTS PREPARED, CANNED AND PACKAGED",2022,4,311-312
MA,25849656,3118,BAKERY AND TORTILLA PRODUCTS,2022,4,311-312
MA,37986156,3119,"FOODS, NESOI",2022,4,311-312
MA,24313705,312,BEVERAGES AND TOBACCO PRODUCTS,2022,3,311-312
MA,23763477,3121,BEVERAGES,2022,4,311-312
MA,550228,3122,TOBACCO PRODUCTS,2022,4,311-312
MA,195893379,313,TEXTILES AND FABRICS,2022,3,313-314
MA,2609691,3131,"FIBERS, YARNS, AND THREADS",2022,4,313-314
MA,140120197,3132,FABRICS,2022,4,313-314
MA,53163491,3133,FINISHED AND COATED TEXTILE FABRICS,2022,4,313-314
MA,58216929,314,TEXTILE MILL PRODUCTS,2022,3,313-314
MA,5582628,3141,TEXTILE FURNISHINGS,2022,4,313-314
MA,52634301,3149,OTHER TEXTILE PRODUCTS,2022,4,313-314
MA,29547225,315,APPAREL AND ACCESSORIES,2022,3,315-316
MA,1800985,3151,KNIT APPAREL,2022,4,315-316
MA,25249173,3152,APPAREL,2022,4,315-316
MA,2497067,3159,APPAREL ACCESSORIES,2022,4,315-316
MA,91259487,316,LEATHER AND ALLIED PRODUCTS,2022,3,315-316
MA,1032668,3161,LEATHER AND HIDE TANNING,2022,4,315-316
MA,72330271,3162,FOOTWEAR,2022,4,315-316
MA,17896548,3169,OTHER LEATHER PRODUCTS,2022,4,315-316
MA,8959976263,32,"MANUFACTURING, PART 2",2022,2,31-33
MA,17389658,321,WOOD PRODUCTS,2022,3,321
MA,8608037,3211,SAWMILL AND WOOD PRODUCTS,2022,4,321
MA,3958657,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2022,4,321
MA,4822964,3219,OTHER WOOD PRODUCTS,2022,4,321
MA,473048996,322,PAPER,2022,3,322
MA,206854477,3221,"PULP, PAPER, AND PAPERBOARD MILL PRODUCTS",2022,4,322
MA,266194519,3222,CONVERTED PAPER PRODUCTS,2022,4,322
MA,78520951,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2022,3,323
MA,78520951,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2022,4,323
MA,66072537,324,PETROLEUM AND COAL PRODUCTS,2022,3,324
MA,66072537,3241,PETROLEUM AND COAL PRODUCTS,2022,4,324
MA,7014229930,325,CHEMICALS,2022,3,325
MA,1079216801,3251,BASIC CHEMICALS,2022,4,325
MA,473361022,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2022,4,325
MA,10426663,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2022,4,325
MA,4955673685,3254,PHARMACEUTICALS AND MEDICINES,2022,4,325
MA,130774059,3255,"PAINTS, COATINGS, AND ADHESIVES",2022,4,325
MA,80446297,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2022,4,325
MA,284331403,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2022,4,325
MA,1071551691,326,PLASTICS AND RUBBER PRODUCTS,2022,3,326
MA,926587309,3261,PLASTICS PRODUCTS,2022,4,326
MA,144964382,3262,RUBBER PRODUCTS,2022,4,326
MA,239162500,327,NONMETALLIC MINERAL PRODUCTS,2022,3,327
MA,76696378,3271,CLAY AND REFRACTORY PRODUCTS,2022,4,327
MA,73817616,3272,GLASS AND GLASS PRODUCTS,2022,4,327
MA,152994,3273,CEMENT AND CONCRETE PRODUCTS,2022,4,327
MA,9612539,3274,LIME AND GYPSUM PRODUCTS,2022,4,327
MA,78882973,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2022,4,327
MA,21663378321,33,"MANUFACTURING, PART 3",2022,2,31-33
MA,1078753074,331,PRIMARY METAL MANUFACTURING,2022,3,331
MA,87085063,3311,IRON AND STEEL AND FERROALLOY,2022,4,331
MA,45507683,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2022,4,331
MA,45275410,3313,ALUMINA AND ALUMINUM AND PROCESSING,2022,4,331
MA,897131145,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2022,4,331
MA,3753773,3315,FOUNDRIES,2022,4,331
MA,793369188,332,"FABRICATED METAL PRODUCTS, NESOI",2022,3,332
MA,32658511796,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2022,1,..0
MD,2629887,3321,"CROWNS, CLOSURES, SEALS AND OTHER PACKING ACCESSORIES",2022,4,332
MD,18732222,3322,CUTLERY AND HANDTOOLS,2022,4,332
MD,30857063,3323,ARCHITECTURAL AND STRUCTURAL METALS,2022,4,332
MD,24853809,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2022,4,332
MD,26971053,3325,HARDWARE,2022,4,332
MD,10356895,3326,SPRINGS AND WIRE PRODUCTS,2022,4,332
MD,28940766,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2022,4,332
MD,335582181,3329,OTHER FABRICATED METAL PRODUCTS,2022,4,332
MD,1506108946,333,"MACHINERY, EXCEPT ELECTRICAL",2022,3,333
MD,441449365,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2022,4,333
MD,95694921,3332,INDUSTRIAL MACHINERY,2022,4,333
MD,61507110,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2022,4,333
MD,89255301,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2022,4,333
MD,111866284,3335,METALWORKING MACHINERY,2022,4,333
MD,31570188,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2022,4,333
MD,674765777,3339,OTHER GENERAL PURPOSE MACHINERY,2022,4,333
MD,1255196216,334,COMPUTER AND ELECTRONIC PRODUCTS,2022,3,334
MD,224503405,3341,COMPUTER EQUIPMENT,2022,4,334
MD,328290950,3342,COMMUNICATIONS EQUIPMENT,2022,4,334
MD,25141098,3343,AUDIO AND VIDEO EQUIPMENT,2022,4,334
MD,130271665,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2022,4,334
MD,535481036,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2022,4,334
MD,11508062,3346,MAGNETIC AND OPTICAL MEDIA,2022,4,334
MD,401880318,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2022,3,335
MD,14258084,3351,ELECTRIC LIGHTING EQUIPMENT,2022,4,335
MD,101721841,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2022,4,335
MD,57628330,3353,ELECTRICAL EQUIPMENT,2022,4,335
MD,228272063,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2022,4,335
MD,3022068128,336,TRANSPORTATION EQUIPMENT,2022,3,NA
MD,156798218,3361,MOTOR VEHICLES,2022,4,3361-3363
MD,32989576,3362,MOTOR VEHICLE BODIES AND TRAILERS,2022,4,3361-3363
MD,283777072,3363,MOTOR VEHICLE PARTS,2022,4,3361-3363
MD,2492446211,3364,AEROSPACE PRODUCTS AND PARTS,2022,4,NA
MD,6060295,3365,RAILROAD ROLLING STOCK,2022,4,NA
MD,28112223,3366,SHIPS AND BOATS,2022,4,NA
MD,21884533,3369,"TRANSPORTATION EQUIPMENT, NESOI",2022,4,"3364-3466,3369"
MD,66879835,337,FURNITURE AND FIXTURES,2022,3,337
MD,59668399,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2022,4,337
MD,5482458,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2022,4,337
MD,1728978,3379,"FURNITURE RELATED PRODUCTS, NESOI",2022,4,337
MD,494263508,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2022,3,339
MD,95154734,3391,MEDICAL EQUIPMENT AND SUPPLIES,2022,4,339
MD,399108774,3399,MISCELLANEOUS MANUFACTURED COMMODITIES,2022,4,339
MD,688140738,91,WASTE AND SCRAP,2022,2,NA
MD,340618809,93,USED OR SECOND-HAND MERCHANDISE,2022,2,NA
MD,451067,98,GOODS RETURNED TO CANADA (EXPORTS ONLY); U.S. GOODS RETURNED AND REIMPORTED ITEMS (IMPORTS ONLY),2022,2,NA
MD,234821843,99,OTHER SPECIAL CLASSIFICATION PROVISIONS,2022,2,NA
MD,281513872,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2022,2,11
MD,208850619,111,AGRICULTURAL PRODUCTS,2022,3,111-112
MD,185845729,1111,OILSEEDS AND GRAINS,2022,4,111-112
MD,17214887,1112,VEGETABLES AND MELONS,2022,4,111-112
MD,4137717,1113,FRUITS AND TREE NUTS,2022,4,111-112
MD,308752,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2022,4,111-112
MD,1343534,1119,OTHER AGRICULTURAL PRODUCTS,2022,4,111-112
MD,13672947,112,LIVESTOCK AND LIVESTOCK PRODUCTS,2022,3,111-112
MD,476315,1121,CATTLE,2022,4,111-112
MD,58300,1122,SWINE,2022,4,111-112
MD,1404684,1123,POULTRY AND EGGS,2022,4,111-112
MD,1977375,1125,FARMED FISH AND RELATED PRODUCTS,2022,4,111-112
MD,9756273,1129,OTHER ANIMALS,2022,4,111-112
MD,48069206,113,"FORESTRY PRODUCTS, NESOI",2022,3,113-115
MD,30137647,1132,FORESTRY PRODUCTS,2022,4,113-115
MD,17931559,1133,TIMBER AND LOGS,2022,4,113-115
MD,6671035,114,"FISH, FRESH, CHILLED, OR FROZEN AND OTHER MARINE PRODUCTS",2022,3,113-115
MD,6671035,1141,"FISH, FRESH, CHILLED OR FROZEN AND OTHER MARINE PRODUCTS",2022,4,113-115
MD,4250065,115,PRODUCTS SUPPORTING AGRICULTURE AND FORESTRY,2022,3,113-115
MD,4250065,1152,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,2022,4,113-115
MD,4277125579,21,"OIL, GAS, MINERALS AND ORES",2022,2,21
MD,2855422445,211,OIL AND GAS,2022,3,211
MD,2855422445,2111,OIL AND GAS,2022,4,211
MD,1421703134,212,MINERALS AND ORES,2022,3,212
MD,1398588816,2121,COAL AND PETROLEUM GASES,2022,4,212
MD,10342692,2122,METAL ORES,2022,4,212
MD,12771626,2123,NONMETALLIC MINERALS,2022,4,212
MD,614338430,31,"MANUFACTURING, PART1",2022,2,31-33
MD,11977491237,31-33,MANUFACTURED GOODS,2022,2,31-33
MD,397508098,311,FOOD AND KINDRED PRODUCTS,2022,3,311-312
MD,17498875,3111,ANIMAL FOODS,2022,4,311-312
MD,39807109,3112,GRAIN AND OILSEED MILLING PRODUCTS,2022,4,311-312
MD,6762843,3113,SUGAR AND CONFECTIONERY PRODUCTS,2022,4,311-312
MD,17263155,3114,FRUIT AND VEGETABLE PRESERVES AND SPECIALTY FOODS,2022,4,311-312
MD,44085828,3115,DAIRY PRODUCTS,2022,4,311-312
MD,125609797,3116,MEAT PRODUCTS AND MEAT PACKAGING PRODUCTS,2022,4,311-312
MD,327193,3117,"SEAFOOD PRODUCTS PREPARED, CANNED AND PACKAGED",2022,4,311-312
MD,11643785,3118,BAKERY AND TORTILLA PRODUCTS,2022,4,311-312
MD,134509513,3119,"FOODS, NESOI",2022,4,311-312
MD,5962744,312,BEVERAGES AND TOBACCO PRODUCTS,2022,3,311-312
MD,5810396,3121,BEVERAGES,2022,4,311-312
MD,152348,3122,TOBACCO PRODUCTS,2022,4,311-312
MD,119573135,313,TEXTILES AND FABRICS,2022,3,313-314
MD,2319930,3131,"FIBERS, YARNS, AND THREADS",2022,4,313-314
MD,104147524,3132,FABRICS,2022,4,313-314
MD,13105681,3133,FINISHED AND COATED TEXTILE FABRICS,2022,4,313-314
MD,39585503,314,TEXTILE MILL PRODUCTS,2022,3,313-314
MD,32394241,3141,TEXTILE FURNISHINGS,2022,4,313-314
MD,7191262,3149,OTHER TEXTILE PRODUCTS,2022,4,313-314
MD,30325153,315,APPAREL AND ACCESSORIES,2022,3,315-316
MD,932575,3151,KNIT APPAREL,2022,4,315-316
MD,25312408,3152,APPAREL,2022,4,315-316
MD,4080170,3159,APPAREL ACCESSORIES,2022,4,315-316
MD,21383797,316,LEATHER AND ALLIED PRODUCTS,2022,3,315-316
MD,575082,3161,LEATHER AND HIDE TANNING,2022,4,315-316
MD,14499805,3162,FOOTWEAR,2022,4,315-316
MD,6308910,3169,OTHER LEATHER PRODUCTS,2022,4,315-316
MD,3772949796,32,"MANUFACTURING, PART 2",2022,2,31-33
MD,87305871,321,WOOD PRODUCTS,2022,3,321
MD,35487533,3211,SAWMILL AND WOOD PRODUCTS,2022,4,321
MD,15385891,3212,"VENEER, PLYWOOD, AND ENGINEERED WOOD PRODUCTS",2022,4,321
MD,36432447,3219,OTHER WOOD PRODUCTS,2022,4,321
MD,313873878,322,PAPER,2022,3,322
MD,200909124,3221,"PULP, PAPER, AND PAPERBOARD MILL PRODUCTS",2022,4,322
MD,112964754,3222,CONVERTED PAPER PRODUCTS,2022,4,322
MD,161808773,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2022,3,323
MD,161808773,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2022,4,323
MD,53170182,324,PETROLEUM AND COAL PRODUCTS,2022,3,324
MD,53170182,3241,PETROLEUM AND COAL PRODUCTS,2022,4,324
MD,2721933914,325,CHEMICALS,2022,3,325
MD,811750920,3251,BASIC CHEMICALS,2022,4,325
MD,118290179,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2022,4,325
MD,22274810,3253,"PESTICIDES, FERTILIZERS AND OTHER AGRICULTURAL CHEMICALS",2022,4,325
MD,1401331085,3254,PHARMACEUTICALS AND MEDICINES,2022,4,325
MD,60651231,3255,"PAINTS, COATINGS, AND ADHESIVES",2022,4,325
MD,119478062,3256,"SOAPS, CLEANING COMPOUNDS, AND TOILET PREPARATIONS",2022,4,325
MD,188157627,3259,OTHER CHEMICAL PRODUCTS AND PREPARATIONS,2022,4,325
MD,360940726,326,PLASTICS AND RUBBER PRODUCTS,2022,3,326
MD,329681319,3261,PLASTICS PRODUCTS,2022,4,326
MD,31259407,3262,RUBBER PRODUCTS,2022,4,326
MD,73916452,327,NONMETALLIC MINERAL PRODUCTS,2022,3,327
MD,22566740,3271,CLAY AND REFRACTORY PRODUCTS,2022,4,327
MD,22507787,3272,GLASS AND GLASS PRODUCTS,2022,4,327
MD,961552,3273,CEMENT AND CONCRETE PRODUCTS,2022,4,327
MD,7503523,3274,LIME AND GYPSUM PRODUCTS,2022,4,327
MD,20376850,3279,OTHER NONMETALLIC MINERAL PRODUCTS,2022,4,327
MD,7590203011,33,"MANUFACTURING, PART 3",2022,2,31-33
MD,364882184,331,PRIMARY METAL MANUFACTURING,2022,3,331
MD,71749965,3311,IRON AND STEEL AND FERROALLOY,2022,4,331
MD,8319826,3312,STEEL PRODUCTS FROM PURCHASED STEEL,2022,4,331
MD,85955986,3313,ALUMINA AND ALUMINUM AND PROCESSING,2022,4,331
MD,196780592,3314,NONFERROUS METAL (EXCEPT ALUMINUM) AND PROCESSING,2022,4,331
MD,2075815,3315,FOUNDRIES,2022,4,331
MD,478923876,332,"FABRICATED METAL PRODUCTS, NESOI",2022,3,332
MD,17800163145,-,TOTAL FOR ALL NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODES,2022,1,..0
ME,84073,3321,"CROWNS, CLOSURES, SEALS AND OTHER PACKING ACCESSORIES",2022,4,332
ME,2136953,3322,CUTLERY AND HANDTOOLS,2022,4,332
ME,4542914,3323,ARCHITECTURAL AND STRUCTURAL METALS,2022,4,332
ME,2065278,3324,"BOILERS, TANKS, AND SHIPPING CONTAINERS",2022,4,332
ME,537209,3325,HARDWARE,2022,4,332
ME,2296313,3326,SPRINGS AND WIRE PRODUCTS,2022,4,332
ME,6447933,3327,"BOLTS, NUTS, SCREWS, RIVETS, WASHERS AND OTHER TURNED PRODUCTS",2022,4,332
ME,44220639,3329,OTHER FABRICATED METAL PRODUCTS,2022,4,332
ME,168982540,333,"MACHINERY, EXCEPT ELECTRICAL",2022,3,333
ME,41821990,3331,AGRICULTURE AND CONSTRUCTION  MACHINERY,2022,4,333
ME,34615208,3332,INDUSTRIAL MACHINERY,2022,4,333
ME,8499995,3333,COMMERCIAL AND SERVICE INDUSTRY MACHINERY,2022,4,333
ME,4094399,3334,"VENTILATION, HEATING, AIR-CONDITIONING, AND COMMERCIAL REFRIGERATION EQUIPMENT",2022,4,333
ME,3354726,3335,METALWORKING MACHINERY,2022,4,333
ME,33630445,3336,"ENGINES, TURBINES, AND POWER TRANSMISSION EQUIPMENT",2022,4,333
ME,42965777,3339,OTHER GENERAL PURPOSE MACHINERY,2022,4,333
ME,373859922,334,COMPUTER AND ELECTRONIC PRODUCTS,2022,3,334
ME,26515666,3341,COMPUTER EQUIPMENT,2022,4,334
ME,17104074,3342,COMMUNICATIONS EQUIPMENT,2022,4,334
ME,2671356,3343,AUDIO AND VIDEO EQUIPMENT,2022,4,334
ME,231659605,3344,SEMICONDUCTORS AND OTHER ELECTRONIC COMPONENTS,2022,4,334
ME,95790894,3345,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS",2022,4,334
ME,118327,3346,MAGNETIC AND OPTICAL MEDIA,2022,4,334
ME,48100920,335,"ELECTRICAL EQUIPMENT, APPLIANCES, AND COMPONENT",2022,3,335
ME,802585,3351,ELECTRIC LIGHTING EQUIPMENT,2022,4,335
ME,8452490,3352,"HOUSEHOLD APPLIANCES AND MISCELLANEOUS MACHINES, NESOI",2022,4,335
ME,26190673,3353,ELECTRICAL EQUIPMENT,2022,4,335
ME,12655172,3359,"ELECTRICAL EQUIPMENT AND COMPONENTS, NESOI",2022,4,335
ME,543224349,336,TRANSPORTATION EQUIPMENT,2022,3,NA
ME,13051764,3361,MOTOR VEHICLES,2022,4,3361-3363
ME,47498280,3362,MOTOR VEHICLE BODIES AND TRAILERS,2022,4,3361-3363
ME,20095337,3363,MOTOR VEHICLE PARTS,2022,4,3361-3363
ME,451146159,3364,AEROSPACE PRODUCTS AND PARTS,2022,4,NA
ME,778691,3365,RAILROAD ROLLING STOCK,2022,4,NA
ME,9324461,3366,SHIPS AND BOATS,2022,4,NA
ME,1329657,3369,"TRANSPORTATION EQUIPMENT, NESOI",2022,4,"3364-3466,3369"
ME,6150398,337,FURNITURE AND FIXTURES,2022,3,337
ME,5772805,3371,HOUSEHOLD AND INSTITUTIONAL FURNITURE AND KITCHEN CABINETS,2022,4,337
ME,377593,3372,OFFICE FURNITURE (INCLUDING FIXTURES),2022,4,337
ME,29758733,339,MISCELLANEOUS MANUFACTURED COMMODITIES,2022,3,339
ME,12243082,3391,MEDICAL EQUIPMENT AND SUPPLIES,2022,4,339
ME,17515651,3399,MISCELLANEOUS MANUFACTURED COMMODITIES,2022,4,339
ME,49516867,91,WASTE AND SCRAP,2022,2,NA
ME,13295171,93,USED OR SECOND-HAND MERCHANDISE,2022,2,NA
ME,81771,98,GOODS RETURNED TO CANADA (EXPORTS ONLY); U.S. GOODS RETURNED AND REIMPORTED ITEMS (IMPORTS ONLY),2022,2,NA
ME,67160387,99,OTHER SPECIAL CLASSIFICATION PROVISIONS,2022,2,NA
ME,686166002,11,AGRICULTURE AND LIVESTOCK PRODUCTS,2022,2,11
ME,37481930,111,AGRICULTURAL PRODUCTS,2022,3,111-112
ME,2972651,1111,OILSEEDS AND GRAINS,2022,4,111-112
ME,10503927,1112,VEGETABLES AND MELONS,2022,4,111-112
ME,9370662,1113,FRUITS AND TREE NUTS,2022,4,111-112
ME,2327625,1114,"MUSHROOMS, NURSERY AND RELATED PRODUCTS",2022,4,111-112
ME,12307065,1119,OTHER AGRICULTURAL PRODUCTS,2022,4,111-112
