YEAR,STATE/REGION,GDP_IMP_SUM,REGION_NAME,NAICS,NAICS_LDESC,LEVEL,GDP,EST_POP_x,EST_POP_y
2020,NE,55706,Nebraska,211,Oil and gas extraction,3,8400000.0,1963318,1963318
2020,NH,31904756,New Hampshire,211,Oil and gas extraction,3,0.0,1378752,1378752
2020,NJ,8178948766,New Jersey,211,Oil and gas extraction,3,16600000.000000002,9270476,9270476
2020,NM,7489128,New Mexico,211,Oil and gas extraction,3,3035700000.0,2118446,2118446
2020,NV,26767578,Nevada,211,Oil and gas extraction,3,1800000.0,3116851,3116851
2020,NY,1311005870,New York,211,Oil and gas extraction,3,61200000.0,20122262,20122262
2020,OH,1477109496,Ohio,211,Oil and gas extraction,3,2255900000.0,11798534,11798534
2020,OK,6284460480,Oklahoma,211,Oil and gas extraction,3,10240600000.0,3965243,3965243
2020,OR,257215924,Oregon,211,Oil and gas extraction,3,600000.0,4243544,4243544
2020,PA,3268865216,Pennsylvania,211,Oil and gas extraction,3,3755600000.0,12995576,12995576
2020,RI,12457518,Rhode Island,211,Oil and gas extraction,3,0.0,1096487,1096487
2020,SC,20160,South Carolina,211,Oil and gas extraction,3,600000.0,5131992,5131992
2020,SD,5232494,South Dakota,211,Oil and gas extraction,3,7000000.0,887808,887808
2020,TN,35976098,Tennessee,211,Oil and gas extraction,3,7800000.0,6927736,6927736
2020,TX,32700938512,Texas,211,Oil and gas extraction,3,62393100000.0,29237895,29237895
2020,UT,22613660,Utah,211,Oil and gas extraction,3,246800000.0,3283970,3283970
2020,VA,7342126,Virginia,211,Oil and gas extraction,3,58700000.0,8637303,8637303
2020,VT,137507060,Vermont,211,Oil and gas extraction,3,0.0,642965,642965
2020,WA,11903647412,Washington,211,Oil and gas extraction,3,3300000.0,7726812,7726812
2020,WI,173683080,Wisconsin,211,Oil and gas extraction,3,100000.0,5897371,5897371
2020,WY,863655716,Wyoming,211,Oil and gas extraction,3,1320600000.0,577669,577669
2021,AK,213035416,Alaska,211,Oil and gas extraction,3,6120700000.0,734590,734590
2021,AL,3992980394,Alabama,211,Oil and gas extraction,3,339700000.0,5050058,5050058
2021,AR,2277398,Arkansas,211,Oil and gas extraction,3,272900000.0,3027127,3027127
2021,AZ,35948966,Arizona,211,Oil and gas extraction,3,27900000.0,7274022,7274022
2021,CA,39886354646,California,211,Oil and gas extraction,3,5543300000.0,39152927,39152927
2021,CO,5772049850,Colorado,211,Oil and gas extraction,3,12146000000.0,5814368,5814368
2021,CT,9888580,Connecticut,211,Oil and gas extraction,3,0.0,3607765,3607765
2021,DE,4399036352,Delaware,211,Oil and gas extraction,3,0.0,1005130,1005130
2021,FL,117692694,Florida,211,Oil and gas extraction,3,38600000.0,21836698,21836698
2021,GA,9971302,Georgia,211,Oil and gas extraction,3,0.0,10793038,10793038
2021,HI,2040571582,Hawaii,211,Oil and gas extraction,3,0.0,1446909,1446909
2021,IA,425582078,Iowa,211,Oil and gas extraction,3,100000.0,3199037,3199037
2021,ID,43375232,Idaho,211,Oil and gas extraction,3,5400000.0,1904855,1904855
2021,IL,64839470678,Illinois,211,Oil and gas extraction,3,221500000.0,12703354,12703354
2021,IN,13644766,Indiana,211,Oil and gas extraction,3,43700000.0,6814223,6814223
2021,KS,61801082,Kansas,211,Oil and gas extraction,3,596000000.0,2938966,2938966
2021,KY,1868842,Kentucky,211,Oil and gas extraction,3,104900000.0,4508348,4508348
2021,LA,8768308334,Louisiana,211,Oil and gas extraction,3,6351100000.0,4628595,4628595
2021,MA,1186997286,Massachusetts,211,Oil and gas extraction,3,2200000.0,6996721,6996721
2021,MD,491088838,Maryland,211,Oil and gas extraction,3,8400000.0,6176035,6176035
2021,ME,242254176,Maine,211,Oil and gas extraction,3,0.0,1379009,1379009
2021,MI,8213801802,Michigan,211,Oil and gas extraction,3,132000000.0,10042362,10042362
2021,MN,13779007522,Minnesota,211,Oil and gas extraction,3,31800000.0,5714055,5714055
2021,MO,6172747572,Missouri,211,Oil and gas extraction,3,4000000.0,6172551,6172551
2021,MS,3002972488,Mississippi,211,Oil and gas extraction,3,306900000.0,2947603,2947603
2021,MT,8802838870,Montana,211,Oil and gas extraction,3,384800000.0,1106416,1106416
2021,NC,8377964,North Carolina,211,Oil and gas extraction,3,1300000.0,10565503,10565503
2021,ND,262242436,North Dakota,211,Oil and gas extraction,3,7187400000.0,777977,777977
2021,NE,43358,Nebraska,211,Oil and gas extraction,3,10500000.0,1964697,1964697
2021,NH,86052764,New Hampshire,211,Oil and gas extraction,3,0.0,1387907,1387907
2021,NJ,16060831452,New Jersey,211,Oil and gas extraction,3,18600000.0,9266509,9266509
2021,NM,6264466,New Mexico,211,Oil and gas extraction,3,7477500000.0,2117300,2117300
2021,NV,68209732,Nevada,211,Oil and gas extraction,3,1900000.0,3148472,3148472
2021,NY,2829199596,New York,211,Oil and gas extraction,3,78300000.0,19835345,19835345
2021,OH,2152214348,Ohio,211,Oil and gas extraction,3,4085500000.0,11761443,11761443
2021,OK,14101272520,Oklahoma,211,Oil and gas extraction,3,19712600000.0,3992760,3992760
2021,OR,114677888,Oregon,211,Oil and gas extraction,3,500000.0,4254691,4254691
2021,PA,8151205810,Pennsylvania,211,Oil and gas extraction,3,8877500000.0,13016628,13016628
2021,RI,24231084,Rhode Island,211,Oil and gas extraction,3,0.0,1097381,1097381
2021,SC,1509336,South Carolina,211,Oil and gas extraction,3,1500000.0,5194346,5194346
2021,SD,8484286,South Dakota,211,Oil and gas extraction,3,7900000.0,896303,896303
2021,TN,76493756,Tennessee,211,Oil and gas extraction,3,11000000.0,6966687,6966687
2021,TX,48388402666,Texas,211,Oil and gas extraction,3,136257700000.00002,29572672,29572672
2021,UT,60188118,Utah,211,Oil and gas extraction,3,560600000.0,3339874,3339874
2021,VA,118476376,Virginia,211,Oil and gas extraction,3,81800000.0,8660007,8660007
2021,VT,305976194,Vermont,211,Oil and gas extraction,3,0.0,647238,647238
2021,WA,22145471076,Washington,211,Oil and gas extraction,3,4600000.0,7744316,7744316
2021,WI,277610910,Wisconsin,211,Oil and gas extraction,3,,5882128,5882128
2021,WV,284004,West Virginia,211,Oil and gas extraction,3,5129400000.0,1785921,1785921
2021,WY,1688645662,Wyoming,211,Oil and gas extraction,3,2826300000.0,579662,579662
2022,AK,160108296,Alaska,211,Oil and gas extraction,3,7698400000.0,733659,733659
2022,AL,6435553252,Alabama,211,Oil and gas extraction,3,441200000.0,5076868,5076868
2022,AZ,41668802,Arizona,211,Oil and gas extraction,3,44500000.0,7370065,7370065
2022,CA,58172697710,California,211,Oil and gas extraction,3,7004400000.0,39125347,39125347
2022,CO,8049458438,Colorado,211,Oil and gas extraction,3,17133400000.000002,5853355,5853355
2022,CT,116948708,Connecticut,211,Oil and gas extraction,3,0.0,3618707,3618707
2022,DE,9072601542,Delaware,211,Oil and gas extraction,3,0.0,1020279,1020279
2022,FL,307154624,Florida,211,Oil and gas extraction,3,55800000.0,22413989,22413989
2022,GA,7271142,Georgia,211,Oil and gas extraction,3,1600000.0,10929992,10929992
2022,HI,426690312,Hawaii,211,Oil and gas extraction,3,0.0,1437812,1437812
2022,IA,677605978,Iowa,211,Oil and gas extraction,3,1200000.0,3201890,3201890
2022,ID,52753994,Idaho,211,Oil and gas extraction,3,13900000.0,1942951,1942951
2022,IL,107146772084,Illinois,211,Oil and gas extraction,3,273300000.0,12609577,12609577
2022,IN,3453928,Indiana,211,Oil and gas extraction,3,74000000.0,6841491,6841491
2022,KS,285975578,Kansas,211,Oil and gas extraction,3,843100000.0,2938034,2938034
2022,KY,1383528,Kentucky,211,Oil and gas extraction,3,160300000.0,4521238,4521238
2022,LA,10827080406,Louisiana,211,Oil and gas extraction,3,9485800000.0,4600892,4600892
2022,MA,2023016236,Massachusetts,211,Oil and gas extraction,3,2200000.0,7025465,7025465
2022,MD,1107934702,Maryland,211,Oil and gas extraction,3,13300000.0,6183257,6183257
2022,ME,302727434,Maine,211,Oil and gas extraction,3,0.0,1391585,1391585
2022,MI,12025276674,Michigan,211,Oil and gas extraction,3,184100000.0,10043906,10043906
2022,MN,21359327766,Minnesota,211,Oil and gas extraction,3,54000000.0,5727565,5727565
2022,MO,7883560688,Missouri,211,Oil and gas extraction,3,5500000.0,6179285,6179285
2022,MS,3731194064,Mississippi,211,Oil and gas extraction,3,403500000.0,2941237,2941237
2022,MT,11964408848,Montana,211,Oil and gas extraction,3,594600000.0,1121533,1121533
2022,NC,2645722,North Carolina,211,Oil and gas extraction,3,1900000.0,10705768,10705768
2022,ND,577931220,North Dakota,211,Oil and gas extraction,3,9495800000.0,780191,780191
2022,NE,205212,Nebraska,211,Oil and gas extraction,3,13100000.0,1972595,1972595
2022,NH,46988586,New Hampshire,211,Oil and gas extraction,3,0.0,1396647,1396647
2022,NJ,25156432680,New Jersey,211,Oil and gas extraction,3,18600000.0,9298402,9298402
2022,NM,1691450,New Mexico,211,Oil and gas extraction,3,12239900000.0,2112859,2112859
2022,NV,91835680,Nevada,211,Oil and gas extraction,3,3400000.0,3177672,3177672
2022,NY,7837204206,New York,211,Oil and gas extraction,3,91900000.0,19713025,19713025
2022,OH,5324726850,Ohio,211,Oil and gas extraction,3,4869000000.0,11764950,11764950
2022,OK,15945228638,Oklahoma,211,Oil and gas extraction,3,29935700000.0,4025327,4025327
2022,OR,137206880,Oregon,211,Oil and gas extraction,3,400000.0,4245964,4245964
2022,PA,10448623738,Pennsylvania,211,Oil and gas extraction,3,13078400000.0,12984655,12984655
2022,RI,54605484,Rhode Island,211,Oil and gas extraction,3,0.0,1098275,1098275
2022,SC,226098,South Carolina,211,Oil and gas extraction,3,2300000.0,5288957,5288957
2022,SD,19714868,South Dakota,211,Oil and gas extraction,3,10400000.0,909156,909156
2022,TN,109325184,Tennessee,211,Oil and gas extraction,3,23000000.0,7063325,7063325
2022,TX,74654902350,Texas,211,Oil and gas extraction,3,201457400000.0,30118002,30118002
2022,UT,45283310,Utah,211,Oil and gas extraction,3,900700000.0,3393928,3393928
2022,VA,162382584,Virginia,211,Oil and gas extraction,3,97600000.0,8681038,8681038
2022,VT,414784702,Vermont,211,Oil and gas extraction,3,0.0,647614,647614
2022,WA,31654750872,Washington,211,Oil and gas extraction,3,5200000.0,7786828,7786828
2022,WI,332786222,Wisconsin,211,Oil and gas extraction,3,0.0,5903472,5903472
2022,WY,1395355914,Wyoming,211,Oil and gas extraction,3,4020700000.0,581742,581742
2023,AK,13327446,Alaska,211,Oil and gas extraction,3,5866900000.0,734654,734654
2023,AL,6079690332,Alabama,211,Oil and gas extraction,3,266500000.0,5117850,5117850
2023,AR,327886,Arkansas,211,Oil and gas extraction,3,215300000.0,3069856,3069856
2023,AZ,34743446,Arizona,211,Oil and gas extraction,3,23200000.0,7452073,7452073
2023,CA,50750276650,California,211,Oil and gas extraction,3,5822200000.0,39181667,39181667
2023,CO,6802114266,Colorado,211,Oil and gas extraction,3,12561800000.0,5912240,5912240
2023,CT,1938676,Connecticut,211,Oil and gas extraction,3,0.0,3641369,3641369
2023,DE,6092156976,Delaware,211,Oil and gas extraction,3,0.0,1035354,1035354
2023,FL,2373260,Florida,211,Oil and gas extraction,3,60100000.0,22929248,22929248
2023,GA,5853592,Georgia,211,Oil and gas extraction,3,4800000.0,11063669,11063669
2023,HI,355554932,Hawaii,211,Oil and gas extraction,3,0.0,1434950,1434950
2023,IA,189676154,Iowa,211,Oil and gas extraction,3,1100000.0,3214739,3214739
2023,ID,52117070,Idaho,211,Oil and gas extraction,3,7900000.0,1970497,1970497
2023,IL,94379031500,Illinois,211,Oil and gas extraction,3,265200000.0,12633389,12633389
2023,IN,12631048,Indiana,211,Oil and gas extraction,3,43700000.0,6881373,6881373
2023,KS,125806836,Kansas,211,Oil and gas extraction,3,607700000.0,2949749,2949749
2023,KY,4359186,Kentucky,211,Oil and gas extraction,3,99800000.0,4549953,4549953
2023,LA,11656559084,Louisiana,211,Oil and gas extraction,3,7640200000.0,4598777,4598777
2023,MA,1459557818,Massachusetts,211,Oil and gas extraction,3,1700000.0,7073479,7073479
2023,MD,573850580,Maryland,211,Oil and gas extraction,3,20000000.0,6204927,6204927
2023,ME,226925992,Maine,211,Oil and gas extraction,3,0.0,1401992,1401992
2023,MI,8074275162,Michigan,211,Oil and gas extraction,3,165500000.0,10062124,10062124
2023,MN,16814514202,Minnesota,211,Oil and gas extraction,3,59100000.0,5752998,5752998
2023,MO,959853936,Missouri,211,Oil and gas extraction,3,8300000.000000001,6205956,6205956
2023,MS,4504516958,Mississippi,211,Oil and gas extraction,3,316700000.0,2942470,2942470
2023,MT,10014419586,Montana,211,Oil and gas extraction,3,505700000.0,1130612,1130612
2023,NC,2439396,North Carolina,211,Oil and gas extraction,3,1800000.0,10871849,10871849
2023,ND,597585622,North Dakota,211,Oil and gas extraction,3,7001400000.0,787071,787071
2023,NE,439568,Nebraska,211,Oil and gas extraction,3,14400000.0,1988172,1988172
2023,NH,22746762,New Hampshire,211,Oil and gas extraction,3,0.0,1401530,1401530
2023,NJ,19375924870,New Jersey,211,Oil and gas extraction,3,16100000.000000002,9395315,9395315
2023,NM,14879504,New Mexico,211,Oil and gas extraction,3,11011800000.0,2119349,2119349
2023,NV,69035538,Nevada,211,Oil and gas extraction,3,2700000.0,3211077,3211077
2023,NY,1795044440,New York,211,Oil and gas extraction,3,103500000.0,19786543,19786543
2023,OH,5735860608,Ohio,211,Oil and gas extraction,3,4396000000.0,11808390,11808390
2023,OK,14352030448,Oklahoma,211,Oil and gas extraction,3,20682800000.0,4062716,4062716
2023,OR,106446978,Oregon,211,Oil and gas extraction,3,400000.0,4250392,4250392
2023,PA,10205553200,Pennsylvania,211,Oil and gas extraction,3,8718000000.0,13009406,13009406
2023,RI,43630602,Rhode Island,211,Oil and gas extraction,3,0.0,1101183,1101183
2023,SC,116116,South Carolina,211,Oil and gas extraction,3,4000000.0,5390798,5390798
2023,SD,4852172,South Dakota,211,Oil and gas extraction,3,11600000.0,917739,917739
2023,TN,34484550,Tennessee,211,Oil and gas extraction,3,18100000.0,7153029,7153029
2023,TX,53978943446,Texas,211,Oil and gas extraction,3,164311700000.0,30719247,30719247
2023,UT,69586158,Utah,211,Oil and gas extraction,3,795300000.0,3449259,3449259
2023,VA,45370776,Virginia,211,Oil and gas extraction,3,92200000.0,8732034,8732034
2023,VT,285004760,Vermont,211,Oil and gas extraction,3,0.0,647722,647722
2023,WA,24836885084,Washington,211,Oil and gas extraction,3,4900000.0,7838655,7838655
2023,WI,353598202,Wisconsin,211,Oil and gas extraction,3,100000.0,5930350,5930350
2023,WY,38755572,Wyoming,211,Oil and gas extraction,3,2893100000.0,584666,584666
2024,AK,416201286,Alaska,211,Oil and gas extraction,3,5784400000.0,736537,736537
2024,AL,4934960358,Alabama,211,Oil and gas extraction,3,224000000.0,5163055,5163055
2024,AR,15239228,Arkansas,211,Oil and gas extraction,3,162200000.0,3096080,3096080
2024,AZ,14138064,Arizona,211,Oil and gas extraction,3,25800000.0,7556424,7556424
2024,CA,51370253832,California,211,Oil and gas extraction,3,5323300000.0,39364774,39364774
2024,CO,6597537474,Colorado,211,Oil and gas extraction,3,11794600000.0,5988502,5988502
2024,CT,104135462,Connecticut,211,Oil and gas extraction,3,0.0,3674449,3674449
2024,DE,6546050604,Delaware,211,Oil and gas extraction,3,0.0,1050123,1050123
2024,FL,150594992,Florida,211,Oil and gas extraction,3,66200000.0,23265838,23265838
2024,GA,7444902,Georgia,211,Oil and gas extraction,3,8000000.0,11204208,11204208
2024,HI,216926728,Hawaii,211,Oil and gas extraction,3,0.0,1434952,1434952
2024,IA,132007852,Iowa,211,Oil and gas extraction,3,800000.0,3230454,3230454
2024,ID,53899276,Idaho,211,Oil and gas extraction,3,5900000.0,2000872,2000872
2024,IL,94241143890,Illinois,211,Oil and gas extraction,3,286800000.0,12703033,12703033
2024,IN,5098236,Indiana,211,Oil and gas extraction,3,45800000.0,6934754,6934754
2024,KS,91653408,Kansas,211,Oil and gas extraction,3,564700000.0,2965252,2965252
2024,KY,13649732,Kentucky,211,Oil and gas extraction,3,86800000.0,4584046,4584046
2024,LA,9755694166,Louisiana,211,Oil and gas extraction,3,6749100000.0,4614878,4614878
2024,MA,1174014614,Massachusetts,211,Oil and gas extraction,3,2400000.0,7138560,7138560
2024,MD,474749920,Maryland,211,Oil and gas extraction,3,13900000.0,6245314,6245314
2024,ME,218879424,Maine,211,Oil and gas extraction,3,0.0,1408438,1408438
2024,MI,9176796594,Michigan,211,Oil and gas extraction,3,169600000.0,10099962,10099962
2024,MN,18365995466,Minnesota,211,Oil and gas extraction,3,64400000.00000001,5797405,5797405
2024,MO,435655140,Missouri,211,Oil and gas extraction,3,8400000.0,6243544,6243544
2024,MS,4541120066,Mississippi,211,Oil and gas extraction,3,305200000.0,2950172,2950172
2024,MT,10247085026,Montana,211,Oil and gas extraction,3,576300000.0,1137557,1137557
2024,NC,1408074,North Carolina,211,Oil and gas extraction,3,2000000.0,11052061,11052061
2024,ND,584566988,North Dakota,211,Oil and gas extraction,3,6682900000.0,793387,793387
2024,NE,223256,Nebraska,211,Oil and gas extraction,3,15000000.0,2005591,2005591
2024,NH,36529800,New Hampshire,211,Oil and gas extraction,3,0.0,1408518,1408518
2024,NJ,20728692672,New Jersey,211,Oil and gas extraction,3,13500000.0,9506354,9506354
2024,NM,19580438,New Mexico,211,Oil and gas extraction,3,13314900000.0,2126774,2126774
2024,NV,58662468,Nevada,211,Oil and gas extraction,3,2900000.0,3253543,3253543
2024,NY,1627313888,New York,211,Oil and gas extraction,3,123900000.0,20001419,20001419
2024,OH,7666126542,Ohio,211,Oil and gas extraction,3,4111899999.9999995,11860621,11860621
2024,OK,14162988316,Oklahoma,211,Oil and gas extraction,3,17522600000.0,4097758,4097758
2024,OR,83581876,Oregon,211,Oil and gas extraction,3,400000.0,4265324,4265324
2024,PA,9906034626,Pennsylvania,211,Oil and gas extraction,3,7026900000.0,13045848,13045848
2024,RI,11916908,Rhode Island,211,Oil and gas extraction,3,0.0,1110415,1110415
2024,SC,3123810,South Carolina,211,Oil and gas extraction,3,6900000.0,5490316,5490316
2024,SD,6246458,South Dakota,211,Oil and gas extraction,3,11000000.0,927110,927110
2024,TN,67470644,Tennessee,211,Oil and gas extraction,3,19900000.0,7251291,7251291
2024,TX,55758139062,Texas,211,Oil and gas extraction,3,163273500000.0,31318578,31318578
2024,UT,41835716,Utah,211,Oil and gas extraction,3,841700000.0,3502983,3502983
2024,VA,106863466,Virginia,211,Oil and gas extraction,3,100900000.0,8819642,8819642
2024,VT,291117648,Vermont,211,Oil and gas extraction,3,0.0,646521,646521
2024,WA,19683757992,Washington,211,Oil and gas extraction,3,4800000.0,7927958,7927958
2024,WI,576641078,Wisconsin,211,Oil and gas extraction,3,,5957168,5957168
2024,WV,5528388,West Virginia,211,Oil and gas extraction,3,4418000000.0,1767402,1767402
2024,WY,45729330,Wyoming,211,Oil and gas extraction,3,2846700000.0,586722,586722
2010,AK,166720352,Alaska,212,Mining (except oil and gas),3,2132800000.0000002,713982,713982
2010,AL,832923296,Alabama,212,Mining (except oil and gas),3,2098699999.9999998,4785514,4785514
2010,AR,6585768,Arkansas,212,Mining (except oil and gas),3,326200000.0,2921998,2921998
2010,AZ,52568732,Arizona,212,Mining (except oil and gas),3,5999900000.0,6407342,6407342
2010,CA,312949828,California,212,Mining (except oil and gas),3,1327200000.0,37319550,37319550
2010,CO,47406832,Colorado,212,Mining (except oil and gas),3,2205100000.0,5047539,5047539
2010,CT,189762670,Connecticut,212,Mining (except oil and gas),3,147800000.0,3579173,3579173
2010,DE,45415716,Delaware,212,Mining (except oil and gas),3,100000.0,899647,899647
2010,FL,667487020,Florida,212,Mining (except oil and gas),3,1114100000.0,18846143,18846143
2010,GA,255264158,Georgia,212,Mining (except oil and gas),3,1278400000.0,9712209,9712209
2010,HI,154729486,Hawaii,212,Mining (except oil and gas),3,87100000.0,1364004,1364004
2010,IA,8347192,Iowa,212,Mining (except oil and gas),3,313300000.0,3050819,3050819
2010,ID,130955028,Idaho,212,Mining (except oil and gas),3,1172100000.0,1570819,1570819
2010,IL,1308858996,Illinois,212,Mining (except oil and gas),3,1669100000.0,12840545,12840545
2010,IN,447255134,Indiana,212,Mining (except oil and gas),3,1457000000.0,6490555,6490555
2010,KS,7794964,Kansas,212,Mining (except oil and gas),3,213500000.0,2858266,2858266
2010,KY,53203566,Kentucky,212,Mining (except oil and gas),3,4789400000.0,4348464,4348464
2010,LA,401158568,Louisiana,212,Mining (except oil and gas),3,403500000.0,4544635,4544635
2010,MA,216088676,Massachusetts,212,Mining (except oil and gas),3,152900000.0,6566440,6566440
2010,MD,629545964,Maryland,212,Mining (except oil and gas),3,337100000.0,5788784,5788784
2010,ME,54257232,Maine,212,Mining (except oil and gas),3,19100000.0,1327651,1327651
2010,MI,287770874,Michigan,212,Mining (except oil and gas),3,1347000000.0,9877597,9877597
2010,MN,150523364,Minnesota,212,Mining (except oil and gas),3,2548900000.0,5310934,5310934
2010,MO,13657286,Missouri,212,Mining (except oil and gas),3,971700000.0,5996089,5996089
2010,MS,180034926,Mississippi,212,Mining (except oil and gas),3,215400000.0,2970615,2970615
2010,MT,8339260,Montana,212,Mining (except oil and gas),3,1400500000.0,990730,990730
2010,NC,143933840,North Carolina,212,Mining (except oil and gas),3,622000000.0,9574586,9574586
2010,ND,24893424,North Dakota,212,Mining (except oil and gas),3,381100000.0,674752,674752
2010,NE,453672,Nebraska,212,Mining (except oil and gas),3,159000000.0,1829591,1829591
2010,NH,39232490,New Hampshire,212,Mining (except oil and gas),3,63500000.0,1316807,1316807
2010,NJ,355929644,New Jersey,212,Mining (except oil and gas),3,216700000.0,8799451,8799451
2010,NM,1519258,New Mexico,212,Mining (except oil and gas),3,1303200000.0,2064614,2064614
2010,NV,55405890,Nevada,212,Mining (except oil and gas),3,4963300000.0,2702483,2702483
2010,NY,387759246,New York,212,Mining (except oil and gas),3,782800000.0,19399956,19399956
2010,OH,1118634854,Ohio,212,Mining (except oil and gas),3,1546000000.0,11539449,11539449
2010,OK,60522182,Oklahoma,212,Mining (except oil and gas),3,456200000.0,3760014,3760014
2010,OR,47487790,Oregon,212,Mining (except oil and gas),3,232100000.0,3837614,3837614
2010,PA,522373902,Pennsylvania,212,Mining (except oil and gas),3,4048400000.0,12711406,12711406
2010,RI,55339048,Rhode Island,212,Mining (except oil and gas),3,26300000.0,1053994,1053994
2010,SC,27783536,South Carolina,212,Mining (except oil and gas),3,224200000.0,4635846,4635846
2010,SD,1309702,South Dakota,212,Mining (except oil and gas),3,155500000.0,816193,816193
2010,TN,239015702,Tennessee,212,Mining (except oil and gas),3,896700000.0,6355518,6355518
2010,TX,1084117158,Texas,212,Mining (except oil and gas),3,2403500000.0,25241897,25241897
2010,UT,73049804,Utah,212,Mining (except oil and gas),3,2172500000.0,2775413,2775413
2010,VA,217643744,Virginia,212,Mining (except oil and gas),3,2189200000.0,8024004,8024004
2010,VT,11590210,Vermont,212,Mining (except oil and gas),3,234500000.0,625886,625886
2010,WA,105647694,Washington,212,Mining (except oil and gas),3,507700000.0,6743009,6743009
2010,WI,45476886,Wisconsin,212,Mining (except oil and gas),3,615300000.0,5690538,5690538
2010,WV,43030462,West Virginia,212,Mining (except oil and gas),3,6693700000.0,1854265,1854265
2010,WY,2574352,Wyoming,212,Mining (except oil and gas),3,5033600000.0,564531,564531
2011,AK,261663850,Alaska,212,Mining (except oil and gas),3,2357600000.0,722349,722349
2011,AL,540474888,Alabama,212,Mining (except oil and gas),3,2003700000.0,4799642,4799642
2011,AR,5736962,Arkansas,212,Mining (except oil and gas),3,408800000.0,2941038,2941038
2011,AZ,82284248,Arizona,212,Mining (except oil and gas),3,7220400000.0,6473416,6473416
2011,CA,687202604,California,212,Mining (except oil and gas),3,1351000000.0,37636311,37636311
2011,CO,28580864,Colorado,212,Mining (except oil and gas),3,2167500000.0,5121900,5121900
2011,CT,184508136,Connecticut,212,Mining (except oil and gas),3,125400000.0,3588632,3588632
2011,DE,74266400,Delaware,212,Mining (except oil and gas),3,100000.0,907590,907590
2011,FL,868730454,Florida,212,Mining (except oil and gas),3,1649600000.0,19055607,19055607
2011,GA,326210218,Georgia,212,Mining (except oil and gas),3,1165700000.0,9803630,9803630
2011,HI,115770288,Hawaii,212,Mining (except oil and gas),3,70800000.0,1379562,1379562
2011,IA,14256578,Iowa,212,Mining (except oil and gas),3,307300000.0,3066772,3066772
2011,ID,243205906,Idaho,212,Mining (except oil and gas),3,1264400000.0,1584272,1584272
2011,IL,1190293368,Illinois,212,Mining (except oil and gas),3,1641200000.0,12867783,12867783
2011,IN,757497582,Indiana,212,Mining (except oil and gas),3,1594700000.0,6517250,6517250
2011,KS,8077566,Kansas,212,Mining (except oil and gas),3,209500000.0,2869677,2869677
2011,KY,74658096,Kentucky,212,Mining (except oil and gas),3,5277300000.0,4370817,4370817
2011,LA,567940716,Louisiana,212,Mining (except oil and gas),3,376000000.0,4576244,4576244
2011,MA,138354966,Massachusetts,212,Mining (except oil and gas),3,153200000.0,6614218,6614218
2011,MD,1063401096,Maryland,212,Mining (except oil and gas),3,245800000.0,5840241,5840241
2011,ME,15380468,Maine,212,Mining (except oil and gas),3,20100000.0,1328473,1328473
2011,MI,368900370,Michigan,212,Mining (except oil and gas),3,1804800000.0,9883053,9883053
2011,MN,613779044,Minnesota,212,Mining (except oil and gas),3,3445600000.0,5346620,5346620
2011,MO,15079138,Missouri,212,Mining (except oil and gas),3,967300000.0,6011182,6011182
2011,MS,190476266,Mississippi,212,Mining (except oil and gas),3,180400000.0,2979147,2979147
2011,MT,5679570,Montana,212,Mining (except oil and gas),3,1594500000.0,997518,997518
2011,NC,231110486,North Carolina,212,Mining (except oil and gas),3,458000000.0,9658913,9658913
2011,ND,29724202,North Dakota,212,Mining (except oil and gas),3,441900000.0,685526,685526
2011,NE,587546,Nebraska,212,Mining (except oil and gas),3,209100000.0,1840914,1840914
2011,NH,68687976,New Hampshire,212,Mining (except oil and gas),3,40700000.0,1320444,1320444
2011,NJ,372869022,New Jersey,212,Mining (except oil and gas),3,199200000.0,8828552,8828552
2011,NM,1622928,New Mexico,212,Mining (except oil and gas),3,1670700000.0,2080707,2080707
2011,NV,57327900,Nevada,212,Mining (except oil and gas),3,6103700000.0,2713114,2713114
2011,NY,267685448,New York,212,Mining (except oil and gas),3,637800000.0,19499921,19499921
2011,OH,1156380196,Ohio,212,Mining (except oil and gas),3,1802700000.0,11545735,11545735
2011,OK,120875362,Oklahoma,212,Mining (except oil and gas),3,518299999.99999994,3788824,3788824
2011,OR,33880418,Oregon,212,Mining (except oil and gas),3,215200000.0,3872672,3872672
2011,PA,701394744,Pennsylvania,212,Mining (except oil and gas),3,4251200000.0,12747052,12747052
2011,RI,34745846,Rhode Island,212,Mining (except oil and gas),3,19500000.0,1053829,1053829
2011,SC,30548434,South Carolina,212,Mining (except oil and gas),3,232800000.0,4672655,4672655
2011,SD,1390130,South Dakota,212,Mining (except oil and gas),3,151600000.0,823740,823740
2011,TN,265288764,Tennessee,212,Mining (except oil and gas),3,795600000.0,6400298,6400298
2011,TX,1184973694,Texas,212,Mining (except oil and gas),3,2234000000.0,25645504,25645504
2011,UT,277501464,Utah,212,Mining (except oil and gas),3,2429500000.0,2814797,2814797
2011,VA,252029796,Virginia,212,Mining (except oil and gas),3,2209900000.0,8102437,8102437
2011,VT,13562094,Vermont,212,Mining (except oil and gas),3,229600000.0,627197,627197
2011,WA,75391620,Washington,212,Mining (except oil and gas),3,462900000.0,6827479,6827479
2011,WI,57678428,Wisconsin,212,Mining (except oil and gas),3,522799999.99999994,5705840,5705840
2011,WV,34069886,West Virginia,212,Mining (except oil and gas),3,7478200000.0,1856606,1856606
